TestId,Date,Time,Athlete Code,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
eAoDlBewr7eOYh3W8WEq,9/18/2023,18:34:45,VB015,Countermovement Jump,,,856.663,0.2033,174.3863,-0.2412,4931.8182,-7140.5812,1722,201.0125,1364.5852,159.2908,1720,200.7791,1538.4358,179.5847,1902,222.0243,0.322,42.649,0.176,23.3113,0.257,34.0397,0.4,0.755,88.9558,176.0631,635.954,265.0189,1.9792,-0.67,-1.0284,1.3343,1.997,2.2241,-836.2956,-9.5768,-1100.0478,-12.5971,1823.8175,20.8853,39.479,3447.5241,-9.6512,777,943,-7.3353,632.2443,732.3409,-2.9443,923,979,-3.4069,743.0117,795.4241,-17.7419,2028.4091,2903.4091,-13.6352,-6.615,N/A,-18111.768,2580,1006.7862,301.1686,-11.938,1136,1444,-4.882,478.8172,527.9689,N/A,0.5298,0.2692,239.7285,2.7452,1.0187,396.2255,4.5373,2.0162
WkieBXaNQSENiaUUvu03,10/9/2023,18:26:39,VB016,Countermovement Jump,,,643.067,0.3393,169.1246,-0.3835,2628.4404,-3170.6744,1216,189.0938,977.2248,151.9631,1216,189.0938,1137.3761,176.8674,1403,218.1732,0.5,47.1254,0.218,20.5467,0.343,32.328,0.527,1.061,72.5589,170.142,603.4615,242.7009,2.3449,-0.731,-1.113,1.3882,2.58,2.6965,-656.325,-10.0123,-872.917,-13.3164,1531.1432,23.3576,51.3386,3365.3553,-10.1974,546,670,-14.3774,418.3624,558.8624,-4.0627,673,730,-7.065,528.5102,608.8659,8.5515,1426.6055,1201.8349,-25.1884,-13.2003,N/A,0,2586,491.1273,402.1354,3.2483,1335,1251,-33.7311,162.7323,328.395,N/A,0.4967,0.3198,212.7475,3.2455,1.1069,390.714,5.9603,2.5955
gFpUJ2ucf3oS7BFFh8I2,10/9/2023,18:26:32,VB016,Countermovement Jump,,,644.012,0.3616,174.8562,-0.3427,2633.0275,-3560.4675,1220,189.4375,986.1009,153.1184,1221,189.5927,1201.6497,186.5881,1449,224.9958,0.575,51.9422,0.218,19.6929,0.314,28.365,0.551,1.107,74.2854,175.6957,592.5955,249.9811,2.3651,-0.7254,-1.1348,1.4128,2.6635,2.7573,-661.0702,-10.0698,-897.4746,-13.6709,1654.1879,25.1976,53.6726,3523.5241,-17.2809,505,716,-16.7242,410.5917,575.5092,-5.176,687,762,-7.2167,557.465,644.1847,-11.8467,1160.5505,1472.4771,-28.6658,-13.4911,1200,-4004.146,3451,788.3408,535.8596,0.7824,1739,1712,18.0995,465.5133,322.8275,30.6472,0.4977,0.3266,214.68,3.2701,1.1316,377.9155,5.7566,2.6763
7oHYuzNFmYbF5x8kDyey,10/4/2023,18:28:45,VB016,Countermovement Jump,,,651.642,0.3339,170.0317,-0.3205,2145.8333,-3641.206,1167,179.0861,894.5167,137.2712,1167,179.0861,1160.9042,178.1506,1456,223.4356,0.47,45.0192,0.24,22.9885,0.334,31.9923,0.518,1.044,58.0319,170.6646,602.739,228.6965,2.9409,-0.6128,-0.8736,1.344,2.5597,2.6715,-504.942,-7.6015,-637.2601,-9.5935,1529.7625,23.0295,51.2149,3402.0141,-14.8243,497,670,-15.1124,379.6667,514.85,-4.8077,693,763,-8.0817,533.5419,627.3623,-11.4563,950,1195.8333,-26.2639,-14.9666,920,-8222.3485,3710,840.1804,569.331,-1.779,1822,1888,-12.5923,367.1913,472.9891,-22.3643,0.4962,0.3199,214.426,3.228,0.8736,388.313,5.8458,2.5692
1zTN2eQcVmCjXWlB3aSW,10/4/2023,18:28:37,VB016,Countermovement Jump,,,652.553,0.3308,169.4641,-0.3138,2175.7322,-3744.516,1175,180.062,937.728,143.7014,1174,179.9088,1205.6026,184.7517,1494,228.9469,0.365,40.0659,0.239,26.2349,0.307,33.6992,0.519,0.911,67.8948,170.3532,594.542,238.2481,2.5091,-0.656,-1.0247,1.3219,2.5476,2.64,-574.194,-8.632,-781.1595,-11.7434,1568.3424,23.5773,51.292,3411.9017,-6.1329,551,623,-8.2006,430.4142,507.3138,-4.1499,716,778,-5.8635,567.456,638.1466,4.2308,1133.8912,1041.841,-15.1822,-11.0706,N/A,-114.0304,2241,482.5152,343.4204,-7.3628,1038,1203,-27.1066,175.8609,306.6543,N/A,0.5697,0.3631,223.855,3.3653,1.0207,370.687,5.5726,2.561
tN2iwy7WmVR9buBmNFPM,10/2/2023,18:30:53,VB016,Countermovement Jump,,,644.984,0.3761,178.6025,-0.3292,1765.1515,-3383.6398,1114,172.7175,827.9735,128.3712,1111,172.2523,1167.1458,180.9573,1472,228.2227,0.611,50.1642,0.264,21.6749,0.343,28.1609,0.54,1.218,48.0752,179.6445,619.225,227.7197,3.7367,-0.5257,-0.7375,1.3867,2.7165,2.8133,-406.7914,-6.1872,-499.9387,-7.6039,1604.183,24.3991,54.9899,3615.4531,-12.1512,488,623,-13.1468,359.5606,468.4129,-5.163,698,774,-7.6444,538.9621,628.1837,-9.4421,799.2424,965.9091,-23.2448,-14.2098,1000,-12406.3432,2577,825.631,399.5448,-22.7784,995,1582,7.1505,442.334,383.297,13.3366,0.4433,0.3088,218.351,3.321,0.7312,400.874,6.0972,2.7323
hoi49MMcHfqtd9i9yCYr,10/2/2023,18:30:45,VB016,Countermovement Jump,,,648.345,0.3552,174.465,-0.3148,2420.8145,-3761.3897,1184,182.6188,934.7149,144.1694,1184,182.6188,1224.9835,188.9401,1515,233.6719,0.478,47.7046,0.221,22.0559,0.303,30.2395,0.532,1.002,63.0188,175.3005,578.052,238.3192,2.7817,-0.6417,-0.9567,1.3817,2.6398,2.7345,-552.8952,-8.3658,-707.3145,-10.7023,1658.5636,25.0954,54.1692,3580.0543,-14.0203,509,675,-10.8011,416.8778,517.8371,-5.2145,718,797,-8.8375,558.363,666.6205,-22.243,941.1765,1479.638,-19.4727,-16.2487,N/A,-9993.9144,3229,782.1318,498.0373,-13.3478,1399,1830,11.996,437.978,344.1537,N/A,0.5309,0.3545,206.303,3.1215,0.9535,371.749,5.6249,2.6524
GdXOR44bboxH3WwXgudg,9/18/2023,18:35:54,VB016,Countermovement Jump,,,632.201,0.3672,172.9701,-0.2623,3914.2857,-5031.4976,1320,208.7944,1012.7314,160.1914,1318,208.478,1304.2209,206.2985,1543,244.0679,0.327,43.0263,0.175,23.0263,0.258,33.9474,0.546,0.76,66.2483,174.0236,514.015,240.272,2.6268,-0.6877,-1.0349,1.4771,2.684,2.7796,-631.9932,-9.8068,-816.3501,-12.6675,1836.7052,28.5006,56.7775,3659.0034,-14.5675,563,755,-13.8409,436.28,576.4514,-4.731,735,808,-7.2653,604.7326,699.4884,-19.4161,1577.1429,2337.1429,-24.299,-13.5711,N/A,-8239.4339,3148,876.0322,497.9429,5.5909,1662,1486,30.7081,572.5224,303.5098,N/A,0.7184,0.4831,176.8835,2.7447,1.028,337.1315,5.2313,2.7004
D97bFlncySUxDo1dg5wN,9/18/2023,18:35:44,VB016,Countermovement Jump,,,633.759,0.3532,170.0682,-0.2412,4235.2941,-5601.6143,1351,213.1725,994.8294,156.9728,1351,213.1725,1358.7957,214.4026,1602,252.7775,0.399,49.6269,0.17,21.1443,0.235,29.2289,0.541,0.804,61.019,171.0461,488.7375,232.0651,2.8032,-0.6344,-0.9503,1.4991,2.6325,2.7392,-573.6276,-8.8792,-731.3704,-11.3209,1906.076,29.5043,56.8445,3672.3465,-14.2857,579,772,-11.0992,442.2059,552.6235,-6.4919,749,853,-10.0367,611.2085,747.5872,-21.6667,1658.8235,2576.4706,-19.9444,-18.2513,N/A,-9262.7602,2778,804.8748,438.337,-28.6537,991,1787,18.3986,476.4803,328.3945,N/A,0.6729,0.4393,168.758,2.6122,0.9445,319.9795,4.953,2.6476
pKijgdOKteUlF94Bh54n,10/9/2023,18:24:54,VB017,Countermovement Jump,,,704.531,0.2893,171.1008,-0.3431,6347.561,-5086.298,1745,247.6825,1338.9878,190.0538,1768,250.9471,1272.7708,180.655,1743,247.3986,0.313,40.2314,0.164,21.0797,0.301,38.6889,0.476,0.778,103.5269,171.8952,603.029,275.4221,1.6604,-0.9586,-1.4432,1.4521,2.3824,2.4871,-1131.3969,-15.7537,-1540.6103,-21.4517,1702.8558,23.7108,43.862,3150.0638,3.733,917,851,3.164,690.6768,648.311,3.7292,904,839,1.3067,644.701,628.0698,3.17,3274.3902,3073.1707,6.1345,2.5882,N/A,-19051.514,3174,850.5522,450.5125,-7.5614,1467,1707,-11.7654,375.2407,475.3115,N/A,0.6118,0.3718,219.07,3.0504,1.4415,383.959,5.3463,2.3935
0pWxufwUARJBEKKAfwen,10/9/2023,18:24:48,VB017,Countermovement Jump,,,706.315,0.2742,167.0069,-0.3246,6555.5556,-5252.6019,1705,241.3937,1368.1961,193.7091,1732,245.2164,1282.5326,181.5808,1705,241.3937,0.333,42.8571,0.153,19.6911,0.291,37.4517,0.468,0.777,100.7623,168.5203,582.8865,269.2826,1.6725,-0.9144,-1.4111,1.4549,2.3196,2.4684,-1114.3301,-15.4769,-1574.6962,-21.8709,1695.9827,23.5555,43.2514,3114.0763,-1.0393,857,875,-0.2054,682.6928,685.5033,0.176,854,851,5.4791,676.4021,606.1306,1.6949,3333.3333,3222.2222,-0.4191,10.3616,930,-14103.3961,3203,879.7817,453.4804,16.5158,1866,1337,16.2001,511.1538,368.628,27.8938,0.6023,0.3529,208.8285,2.9004,1.3995,374.058,5.1953,2.3406
jgdNosBz7SkZiOpGfkRH,10/4/2023,18:29:54,VB017,Countermovement Jump,,,699.745,0.2879,169.5372,-0.2979,6503.268,-5682.4573,1693,241.9453,1346.4641,192.4221,1714,244.9464,1316.1164,188.0851,1691,241.6595,0.265,38.2395,0.153,22.0779,0.275,39.6825,0.484,0.693,98.4465,170.3336,568.271,268.7801,1.7302,-0.8876,-1.3819,1.4547,2.3768,2.497,-1066.2216,-14.9478,-1463.8235,-20.5219,1753.53,24.5834,44.5814,3179.9813,0.2334,859,855,-1.913,660.3529,686.1111,1.2419,856,835,4.1301,685.2364,630.88,6.7337,3470.5882,3032.6797,-3.7937,7.9122,1120,-19021.9001,2976,847.3875,425.2978,3.0914,1534,1442,10.7753,469.3482,378.0393,19.4556,0.6984,0.4155,205.5075,2.8811,1.3802,362.7635,5.0857,2.388
S8Q68vH6gs8gMp75npWg,10/4/2023,18:29:48,VB017,Countermovement Jump,,,698.46,0.2875,169.0877,-0.3182,6153.8462,-5191.3573,1652,236.5203,1333.2308,190.8815,1681,240.6723,1287.9514,184.3987,1652,236.5203,0.362,44.9132,0.156,19.3548,0.288,35.732,0.478,0.806,98.5407,170.5835,579.2405,269.1243,1.7311,-0.8977,-1.3957,1.4333,2.3749,2.4803,-1071.4998,-15.0494,-1479.2299,-20.7761,1701.0741,23.8919,43.0791,3067.1757,2.9149,865,816,1.1337,674.1731,659.0577,3.632,856,796,4.0606,670.125,617.8264,12.0833,3448.7179,2705.1282,2.1921,7.8004,N/A,-16744.7309,2520,793.7372,360.7937,-1.1111,1246,1274,0.6689,399.5233,394.2139,N/A,0.5931,0.3567,207.5005,2.9144,1.384,371.74,5.2212,2.3959
M9lt8uFYGNDhdMfj7NsT,10/2/2023,18:31:13,VB017,Countermovement Jump,,,701.637,0.2694,164.4315,-0.3204,6790.5405,-5316.0478,1703,242.7181,1415.5676,201.7521,1725,245.8536,1256.6824,179.1072,1699,242.148,0.357,44.5693,0.148,18.4769,0.296,36.9538,0.468,0.801,105.1537,165.1289,581.8095,270.2827,1.5704,-0.9185,-1.4707,1.4661,2.299,2.4561,-1167.0532,-16.3173,-1674.1042,-23.4066,1669.9011,23.3479,42.2267,3020.1653,0.1739,864,861,-2.4324,690.5676,725,0.6474,855,844,5.9557,665.7635,590.9189,7.4627,3648.6486,3141.8919,-4.7934,11.2126,N/A,-11977.3812,3291,839.4122,469.046,13.704,1871,1420,-3.3606,405.6014,433.8109,N/A,0.5843,0.3363,208.996,2.9221,1.4702,372.8135,5.2125,2.3088
Vidq3nYJnLV7xs6BCdRS,10/2/2023,18:31:05,VB017,Countermovement Jump,,,702.023,0.261,161.9257,-0.2962,4823.8636,-5233.3965,1550,220.7905,1195.5398,170.2992,1560,222.2149,1268.3415,180.6695,1550,220.7905,0.304,39.6349,0.176,22.9465,0.287,37.4185,0.458,0.767,86.432,163.2949,574.7635,249.7269,1.8893,-0.8059,-1.2175,1.36,2.2627,2.3833,-867.1154,-12.117,-1105.8138,-15.4525,1595.7474,22.2988,41.3802,2961.2484,-0.641,775,785,-0.4833,594.8807,600.6591,-1.0323,767,783,1.7659,645.3693,622.9721,-5.5359,2278.4091,2545.4545,-0.9423,3.4514,960,-13796.3307,3233,866.7062,460.5262,-1.7012,1589,1644,4.6159,453.3562,413.35,8.8178,0.5971,0.3402,209.988,2.9344,1.2078,364.7755,5.0973,2.2819
ZKsuruZldMs4iMxwMnB9,9/18/2023,18:35:33,VB017,Countermovement Jump,,,691.52,0.253,157.0401,-0.3247,6863.9456,-5233.2767,1699,245.6907,1382.898,199.9795,1759,254.3672,1223.9257,176.9906,1699,245.6907,0.298,40.2159,0.147,19.8381,0.296,39.946,0.455,0.741,101.1251,158.4266,565.895,259.5516,1.5666,-0.9337,-1.4449,1.4159,2.2278,2.3807,-1146.214,-16.2604,-1614.3863,-22.9019,1572.623,22.3095,40.892,2882.5311,-0.2843,877,882,-2.7026,672.7619,710.1361,0.8829,857,842,5.9501,648.375,575.5507,6.0456,3639.4558,3224.4898,-5.3043,11.2028,N/A,-15512.0171,2873,863.9238,415.4616,23.2858,1771,1102,22.7259,530.1289,333.7948,N/A,0.614,0.3414,202.7785,2.8766,1.4346,363.1165,5.1512,2.2475
cBFMResRKRmdRrOzQvie,9/18/2023,18:35:26,VB017,Countermovement Jump,,,689.906,0.2772,163.9983,-0.3454,5564.4172,-4620.8352,1596,231.3359,1284.3006,186.1559,1650,239.163,1210.4857,175.4566,1593,230.901,0.321,40.1752,0.163,20.4005,0.315,39.4243,0.476,0.799,96.4288,164.7656,590.9695,261.1944,1.7087,-0.9015,-1.3727,1.4107,2.3319,2.4442,-1028.4167,-14.6234,-1424.9451,-20.2618,1582.7692,22.5059,41.7343,2935.0407,0.8485,832,818,-0.7036,637.6319,646.6687,0.8161,803,790,-0.723,600.8667,609.619,4.2999,2901.8405,2662.5767,-1.4189,-1.4318,N/A,-11219.5351,2830,833.5375,410.2008,-20.0707,1131,1699,12.778,470.0235,363.5139,N/A,0.5957,0.3469,208.8835,2.9702,1.3712,382.086,5.433,2.3429
KZaxhL3W79TsO6f2mlBu,10/9/2023,18:25:18,VB018,Countermovement Jump,,,727.819,0.41,210.4279,-0.2583,8834.5324,-7639.148,1973,271.0839,1540.1151,211.6069,1973,271.0839,1660.3584,228.1279,1982,272.3205,0.389,51.5915,0.139,18.435,0.226,29.9735,0.577,0.754,112.2612,211.7264,589.6415,323.9876,1.886,-0.9402,-1.5214,1.712,2.8363,2.9426,-1302.0739,-17.5502,-1868.4469,-25.1841,2570.8996,34.6522,62.273,4620.1331,-0.7603,979,994,0.2747,772.1727,767.9424,-1.6145,975,1007,0.295,832.6283,827.7301,-23.127,3395.6835,5438.8489,0.6603,0.5754,N/A,-7092.2227,2918,912.3134,400.9239,8.5675,1584,1334,5.9399,483.2519,429.0615,N/A,0.7653,0.5438,213.428,2.8767,1.5131,376.2135,5.0708,2.8538
6hP986CDmSdCUSn5N7Zl,10/9/2023,18:25:07,VB018,Countermovement Jump,,,727.479,0.4204,212.9773,-0.278,8202.8986,-6666.3434,1853,254.7153,1537.5072,211.3473,1875,257.7394,1610.814,221.4241,1853,254.7153,0.236,38.3117,0.138,22.4026,0.242,39.2857,0.58,0.616,111.2084,214.6796,602.33,325.888,1.9304,-0.9407,-1.5133,1.6927,2.872,2.9721,-1299.6536,-17.5257,-1884.7886,-25.4162,2499.4091,33.7043,61.8576,4587.1686,-1.2267,926,949,-5.3729,727.4493,810.058,-2.3206,905,948,0.3476,808.2066,802.6074,14.841,4710.1449,3492.7536,-10.2952,0.6731,N/A,-7609.8278,3073,867.477,422.4177,16.3684,1788,1285,-0.1681,433.0092,434.4678,N/A,0.9416,0.6825,211.6005,2.8534,1.4996,390.7295,5.269,2.8949
5dGsdDRFMRlEbfaarbA1,10/4/2023,18:27:28,VB018,Countermovement Jump,,,731.561,0.3908,206.4919,-0.3087,8583.9416,-6181.5946,1908,260.8122,1577.4307,215.6253,1939,265.0497,1601.2437,218.8804,1908,260.8122,0.272,42.0402,0.137,21.1747,0.238,36.7852,0.574,0.647,115.2881,207.9225,597.546,323.2106,1.8035,-0.9706,-1.5558,1.6676,2.769,2.8689,-1368.841,-18.3557,-1978.6329,-26.5328,2425.3261,32.5229,57.2018,4265.7095,0.4642,974,965,-0.0426,788.3796,789.0511,-0.3145,951,957,0.7457,806.5924,794.6513,4.7619,4496.3504,4087.5912,-0.1113,1.4572,790,-5008.3541,3020,994.9494,412.8159,50.5298,2273,747,5.2071,523.3785,471.5709,9.9195,0.8872,0.604,215.512,2.8899,1.546,382.034,5.123,2.7882
Gwr7LFWz4PAsTmSFv6Wu,10/4/2023,18:27:18,VB018,Countermovement Jump,,,729.78,0.3992,208.2036,-0.2832,7722.2222,-6483.6121,1836,251.5827,1483.5347,203.2852,1848,253.227,1607.7637,220.308,1846,252.9529,0.266,41.1128,0.144,22.2566,0.237,36.6306,0.571,0.647,107.9747,208.9841,595.005,316.9588,1.9355,-0.9155,-1.4527,1.6737,2.7988,2.8964,-1213.1548,-16.3077,-1708.7821,-22.9701,2454.9937,33.001,58.9189,4383.0601,0.4329,928,920,-0.3319,739.3056,744.2292,-1.0834,913,933,-0.2204,802.1097,805.654,3.0576,3979.1667,3743.0556,-0.681,-0.4498,N/A,-5419.9357,2612,876.6681,357.9161,43.4916,1874,738,19.3726,523.2507,353.4174,N/A,0.8825,0.6171,213.063,2.8641,1.4514,381.942,5.1342,2.8092
24Aqk8xkhBWmOk36eSjt,10/2/2023,18:29:11,VB018,Countermovement Jump,,,729.439,0.4172,212.7425,-0.3518,6677.0186,-5124.6062,1803,247.1763,1446.7019,198.3308,1805,247.4504,1479.6408,202.8464,1803,247.1763,0.29,39.4558,0.161,21.9048,0.284,38.6395,0.572,0.735,114.9353,213.9453,653.481,328.8806,1.8614,-0.978,-1.5525,1.7113,2.8611,2.9592,-1269.9365,-17.079,-1777.9213,-23.9107,2323.5637,31.2489,54.7455,4070.6925,-0.4986,898,907,0.489,726.8882,719.8137,-0.4992,897,906,0.8339,745.9894,733.6514,1.9535,3403.7267,3273.2919,0.9662,1.6369,N/A,-7111.2822,2999,890.3983,411.1379,10.3034,1654,1345,5.2096,468.3921,422.0062,N/A,0.7782,0.5677,232.375,3.1251,1.5457,421.106,5.6633,2.8773
ATxW1Grl1PAxmYO2y4V4,10/2/2023,18:29:01,VB018,Countermovement Jump,,,730.922,0.4133,212.1657,-0.3149,7078.9474,-5744.8814,1809,247.4956,1467.2171,200.7351,1811,247.7693,1555.6783,212.8378,1809,247.4956,0.293,41.6785,0.152,21.6216,0.258,36.6999,0.577,0.703,111.3729,213.6746,624.7255,325.0475,1.9186,-0.9387,-1.5056,1.6772,2.8476,2.9395,-1241.6967,-16.6653,-1771.062,-23.7701,2400.6918,32.2207,57.7415,4302.1951,4.9144,950,861,7.799,790.8224,676.3947,4.8093,948,861,2.6213,798.2287,757.4496,7.9926,3822.3684,3256.5789,14.4682,5.0994,980,-5221.6975,2192,944.4571,299.8952,31.7518,1444,748,4.6134,494.0143,450.4429,8.835,0.8208,0.5879,222.473,2.9859,1.4948,402.2525,5.3988,2.8678
GUjzFRoIwn4A4cbsQ56u,9/18/2023,18:36:18,VB018,Countermovement Jump,,,731.089,0.4065,210.4635,-0.3201,7039.4737,-5610.3918,1796,245.6609,1479.0724,202.3108,1802,246.4816,1499.4635,205.1,1796,245.6609,0.292,40.6685,0.152,21.1699,0.274,38.1616,0.573,0.718,113.152,211.4156,636.0115,324.5676,1.8684,-0.9416,-1.5218,1.7047,2.8241,2.9361,-1256.0603,-16.8542,-1788.9047,-24.0041,2334.5891,31.3263,54.615,4070.1789,-3.2186,872,930,-2.7947,718.8684,760.2039,-3.8976,863,933,-1.3584,739.5474,759.9161,2.243,3598.6842,3440.7895,-5.4607,-2.6903,910,-7402.2229,2764,964.9473,378.0661,18.741,1641,1123,9.8635,530.0626,434.8846,17.9633,0.7981,0.5661,224.2775,3.0094,1.5183,411.734,5.5248,2.8368
wMZeIFlrKDP88XBHgxaT,9/18/2023,18:36:07,VB018,Countermovement Jump,,,733.042,0.4055,210.7588,-0.3037,7552.4476,-5989.6682,1819,248.144,1493.7902,203.7796,1819,248.144,1567.581,213.846,1832,249.9175,0.294,42.6087,0.143,20.7246,0.253,36.6667,0.575,0.69,108.24,212.0349,610.5595,320.2749,1.9589,-0.9042,-1.4561,1.7064,2.8205,2.9368,-1216.8336,-16.2844,-1756.3125,-23.504,2429.6818,32.5154,58.1438,4344.7376,2.6938,934,885,4.4426,780.0769,713.7133,1.7467,932,900,1.3949,794.7233,772.8577,2.2222,3860.1399,3692.3077,8.517,2.7504,N/A,-5976.0555,2792,964.3711,380.8786,24.1404,1733,1059,14.0921,550.1355,414.2357,N/A,0.8333,0.5876,213.065,2.8514,1.4485,397.4945,5.3195,2.8376
