"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"99","nc4eVGTqBiXZmmRTjmpR","10/9/2023",17:31:24,"WBB010","Countermovement Jump",NA,NA,658.832,0.25,148.7252,-0.2092,9828.8288,-8365.9361,1750,265.6216,1471.1892,223.3026,1751,265.7734,1334.5455,202.5623,1749,265.4698,0.229,40.8929,0.111,19.8214,0.22,39.2857,0.452,0.56,89.6151,149.519,457.2075,239.1341,1.6685,-0.7761,-1.3369,1.4688,2.2145,2.345,-1051.982,-15.664,-1787.8352,-26.6208,1719.4576,25.6027,41.2465,2770.0845,2.2273,895,856,2.8254,756.3784,714.8108,2.1155,893,856,-0.0845,666.7091,667.8364,-1.3749,4846.8468,4981.982,5.5214,-0.1608,770,-12411.2327,2562,854.5857,388.87,13.7393,1457,1105,6.3752,454.5338,400.0519,11.988,0.8071,0.4463,162.7455,2.4233,1.3344,294.462,4.3845,2.2263
"100","NZLA2FemFCf7uY9n4boy","10/9/2023",17:31:12,"WBB010","Countermovement Jump",NA,NA,659.678,0.2561,150.7439,-0.2213,7992.0635,-7520.769,1664,252.2443,1345.7619,204.0028,1664,252.2443,1337.2152,202.7073,1664,252.2443,0.304,46.5544,0.126,19.2956,0.223,34.1501,0.461,0.653,85.9351,151.9078,468.0705,237.8429,1.7677,-0.798,-1.286,1.4482,2.2417,2.3642,-967.7083,-14.3907,-1374.8742,-20.4456,1716.2199,25.5217,42.5293,2859.9034,-3.125,806,858,-2.3861,656.8254,688.9365,-3.2452,805,859,-3.0124,648.4664,688.7489,0.6951,4023.8095,3968.254,-4.6776,-5.8508,1020,-6886.1785,1992,809.5382,301.9655,-2.3092,973,1019,6.7602,432.1324,377.4059,12.6091,0.706,0.3922,169.0545,2.514,1.2779,299.016,4.4466,2.259
"101","UDyE0y7BjVdM6zYHoOBb","10/2/2023",17:28:19,"WBB010","Countermovement Jump",NA,NA,654.517,0.2358,143.5109,-0.2532,5609.2715,-5916.409,1498,228.8711,1197.0132,182.885,1496,228.5655,1225.7024,187.2682,1510,230.7045,0.314,43.7936,0.151,21.06,0.252,35.1464,0.448,0.717,81.4874,144.6717,489.9295,226.1591,1.7754,-0.7693,-1.2295,1.3925,2.151,2.2938,-837.4509,-12.5518,-1162.7845,-17.428,1526.6147,22.8811,38.8292,2590.6573,-0.1337,747,749,1.1325,605.2848,591.7285,0.5298,759,751,-2.4531,597.8175,627.8849,-2.4793,2735.0993,2874.1722,2.2574,-4.7696,1400,-6948.7814,1767,758.5614,269.9701,-15.1104,750,1017,-1.5124,373.5443,385.0171,-2.9681,0.6248,0.3289,180.3195,2.7027,1.2213,309.61,4.6405,2.1684
"102","1ZfSOOV4byGMmtDTbliW","10/2/2023",17:28:09,"WBB010","Countermovement Jump",NA,NA,654.538,0.2576,149.9973,-0.2501,6911.1111,-6350.3903,1588,242.6139,1306.237,199.5663,1598,244.1417,1257.4418,192.1113,1587,242.4611,0.252,39.6226,0.135,21.2264,0.249,39.1509,0.466,0.636,87.5074,150.9025,489.7525,238.4099,1.7245,-0.8146,-1.3157,1.4439,2.2481,2.3767,-960.9601,-14.4026,-1397.8694,-20.9508,1625.0803,24.3562,40.6846,2714.5368,0.5006,803,795,-4.0898,626.4074,679.8296,1.5753,806,781,1.9102,640.7309,616.7108,11.254,3844.4444,3066.6667,-7.933,3.7394,910,-7748.3916,2415,823.6264,368.9625,5.8385,1278,1137,16.4213,479.4385,344.1879,28.234,0.7327,0.405,175.87,2.6359,1.3115,313.8825,4.7044,2.2617
"103","kOAeeTRMBHl49a3w1nO1","9/25/2023",17:31:35,"WBB010","Countermovement Jump",NA,NA,652.819,0.2472,146.5525,-0.296,5625,-5098.7193,1509,231.1514,1303.4013,199.6574,1516,232.2236,1173.8582,179.8137,1509,231.1514,0.283,39.47,0.152,21.1994,0.282,39.3305,0.465,0.717,98.453,147.675,529.4515,246.1281,1.5,-0.8756,-1.4869,1.4208,2.2023,2.3419,-1055.5782,-15.8623,-1643.1853,-24.6924,1502.2804,22.575,38.3068,2549.1755,5.277,798,718,6.4977,694.0461,609.3553,5.2353,794,715,0.9594,592.5603,581.2979,6.6667,3000,2625,12.2014,1.9242,870,-4773.7814,2009,829.3816,307.7423,-3.8328,966,1043,6.2797,440.7322,388.6494,11.8164,0.6485,0.3448,197.6815,2.9706,1.4795,331.77,4.9856,2.2191
"104","2OPppOZa2LYDpCScKUWR","9/25/2023",17:31:26,"WBB010","Countermovement Jump",NA,NA,652.611,0.2487,146.946,-0.2526,6625.8993,-6202.6896,1567,240.1124,1331.295,203.9952,1589,243.4835,1243.4779,190.5389,1565,239.8059,0.245,38.7046,0.139,21.9589,0.249,39.3365,0.461,0.633,93.8641,147.8919,494.969,241.7559,1.5756,-0.8568,-1.4161,1.4235,2.2089,2.3383,-1038.9982,-15.6181,-1444.3196,-21.7109,1583.5608,23.804,39.8661,2652.0933,1.4475,806,783,-0.2713,663.8417,667.4532,1.3419,793,772,-2.5547,605.8554,637.6225,15.0923,3812.9496,2812.9496,-0.6168,-4.956,880,-4737.8907,1816,825.8784,278.2668,-11.7841,801,1015,-3.2878,399.3625,426.5159,-6.3671,0.7283,0.3929,184.577,2.7745,1.411,310.392,4.6658,2.2231
"105","7lDho5WRiFclGZ7JJaIJ","9/18/2023",17:31:37,"WBB010","Countermovement Jump",NA,NA,651.142,0.2425,144.7955,-0.1843,12902.1739,-10003.2662,1844,283.1948,1542.587,236.9048,1851,284.2698,1375.17,211.1936,1858,285.3448,0.347,54.3036,0.092,14.3975,0.2,31.2989,0.457,0.639,81.4089,145.7141,417.2565,227.123,1.7899,-0.7509,-1.2309,1.4998,2.1815,2.3148,-1035.5209,-15.601,-1565.514,-23.5858,1769.7102,26.6622,41.2299,2736.6457,-3.2955,895,956,-3.3315,745.5978,796.9891,-3.7675,894,964,-3.5007,663.515,711.655,-1.6007,6347.8261,6554.3478,-6.4603,-6.7481,900,-12580.71,2166,820.8267,332.6463,-0.0923,1082,1084,3.4218,424.4567,396.37,6.609,0.7152,0.3796,141.314,2.129,1.2265,275.9425,4.1573,2.1953
"106","618rIGyEqhxBAmvSQqNr","9/18/2023",17:31:29,"WBB010","Countermovement Jump",NA,NA,651.414,0.2457,145.7841,-0.18,12765.9574,-10345.9607,1862,285.8397,1538.5532,236.1867,1862,285.8397,1417.9316,217.6698,1909,293.0548,0.238,45.5939,0.094,18.0077,0.19,36.3985,0.438,0.522,82.7791,146.5513,414.332,229.3304,1.7704,-0.7479,-1.2488,1.4995,2.1954,2.3212,-1038.0755,-15.6329,-1617.178,-24.354,1822.6893,27.4489,42.9654,2853.0337,-8.9151,848,1014,-11.8888,677.8191,860.734,-7.9099,879,1030,-4.5726,676.5474,741.3842,-5.1667,6053.1915,6712.766,-21.294,-8.78,1070,-87956.9316,3330,782.2514,511.1956,9.009,1815,1515,4.8801,410.2131,372.0383,9.3075,0.8391,0.4706,144.012,2.1688,1.2466,270.32,4.0709,2.207
"107","UjitqdjJLTFEjYKpbLEL","9/11/2023",17:30:39,"WBB010","Countermovement Jump",NA,NA,643.47,0.2694,150.8014,-0.1982,12636.3636,-9536.1083,1890,293.72,1533.3333,238.2913,1886,293.0984,1388.3448,215.7591,1902,295.5849,0.28,48.11,0.099,17.0103,0.203,34.8797,0.475,0.582,87.457,152.1336,433.9185,239.5906,1.7395,-0.7825,-1.3446,1.5512,2.299,2.4181,-1102.4359,-16.8071,-1882.3594,-28.6974,1855.6031,28.2895,43.7629,2870.5496,-2.5451,919,967,-2.1397,750.2626,783.0707,-2.6288,926,976,-4.0045,666.3744,721.9704,-7.1143,5868.6869,6767.6768,-4.1518,-7.6862,780,-6528.6379,1711,844.5654,265.9021,-17.5921,705,1006,-10.4807,378.0244,466.541,-18.9809,0.8162,0.4629,151.1605,2.3045,1.3333,282.758,4.3108,2.3193
"108","xbSEZW3RxUHbJBGbizTs","9/11/2023",17:30:27,"WBB010","Countermovement Jump",NA,NA,643.003,0.2682,150.3485,-0.1921,12680.4124,-9767.2177,1876,291.756,1542.9278,239.9566,1876,291.756,1402.5354,218.1227,1932,300.4652,0.221,42.8295,0.097,18.7984,0.198,38.3721,0.474,0.516,86.6632,151.3109,427.66,237.9741,1.746,-0.7686,-1.3276,1.5584,2.2938,2.4175,-1089.6798,-16.6247,-1851.974,-28.2547,1876.542,28.6295,44.1047,2890.8746,-6.0768,881,995,-3.3649,745.5052,797.4227,-3.2091,935,997,-4.1822,671.9394,730.596,-16.748,5278.3505,7402.0619,-6.4085,-8.0424,700,-17563.8932,2828,862.4743,439.8113,0.7779,1425,1403,5.5856,455.3243,407.15,10.5793,0.9186,0.5197,149.0345,2.2738,1.3222,278.6255,4.2509,2.3085
"109","ZviXzw1QgvZTCCWqu5IA","10/16/2023",08:30:35,"WBB011","Countermovement Jump",NA,NA,632.899,0.2269,136.1165,-0.1465,12778.9474,-12621.9174,1849,292.1477,1270.9579,200.8153,1849,292.1477,1416.8851,223.8722,1920,303.3659,0.218,44.7639,0.095,19.5072,0.174,35.729,0.432,0.487,60.0031,137.3256,367.5785,197.3287,2.2886,-0.6298,-0.9394,1.4477,2.1098,2.2341,-698.2473,-10.8229,-931.2061,-14.4338,1745.2171,27.051,43.0602,2778.0557,-2.3256,903,946,-6.2489,595.7684,675.1895,-2.3958,937,983,-3.2303,685.5575,731.3276,1.6474,6494.7368,6284.2105,-11.8332,-6.2453,580,-23669.5536,3299,872.7207,521.2522,-11.7308,1456,1843,-1.7267,428.8259,443.8948,-3.4155,0.8871,0.4659,120.1285,1.862,0.9301,247.45,3.8355,2.1286
"110","UfGeWmIEqlyQKSwc6psO","10/16/2023",08:30:27,"WBB011","Countermovement Jump",NA,NA,634.77,0.216,133.2208,-0.1287,17679.0123,-16027.3858,2063,324.9996,1354.6173,213.4029,2063,324.9996,1470.5912,231.6731,2115,333.1915,0.263,52.2863,0.081,16.1034,0.159,31.6103,0.431,0.503,57.5851,133.9126,343.8425,191.4977,2.3255,-0.6058,-0.8913,1.4472,2.0588,2.175,-701.8283,-10.8463,-941.1628,-14.5451,1785.1257,27.5881,42.5634,2754.1257,-1.6966,1014,1049,-5.9841,636.7778,717.8395,-1.4657,1042,1073,-2.2641,718.6478,751.9434,3.352,9135.8025,8543.2099,-11.3998,-4.4222,590,-18813.5093,4044,870.9949,637.0811,7.913,2182,1862,15.4413,502.7441,368.2508,26.7492,0.8569,0.4295,109.0015,1.6846,0.8899,234.841,3.6293,2.0695
"111","6eigJOQzrbck3XEIZzwn","10/9/2023",17:27:12,"WBB011","Countermovement Jump",NA,NA,639.753,0.2258,137.2534,-0.1237,11270.8333,-14004.1753,1732,270.7295,1210.9792,189.2885,1723,269.3227,1476.4242,230.7804,1984,310.1197,0.244,48.3168,0.096,19.0099,0.165,32.6733,0.429,0.505,54.2897,138.8988,360.164,193.1885,2.5585,-0.5642,-0.8483,1.4084,2.1046,2.2184,-605.3457,-9.2824,-796.4603,-12.213,1780.3632,27.3002,44.6611,2912.5455,-2.4956,840,883,-8.8272,552.0417,658.9375,-2.8226,964,1020,-2.4038,720.4667,755.9576,8.8725,6135.4167,5135.4167,-16.363,-4.6867,610,-22882.0559,3587,866.7885,560.6851,2.983,1847,1740,-5.2807,410.5082,456.2803,-10.0192,0.8495,0.4471,115.706,1.7742,0.8325,244.458,3.7485,2.1299
"112","MxGA6um2kVlPLmVyS2iK","10/9/2023",17:27:04,"WBB011","Countermovement Jump",NA,NA,639.55,0.2195,135.2991,-0.1176,17262.5,-17325.2087,2037,318.5052,1346.825,210.5895,2027,316.9416,1537.755,240.4433,2142,334.923,0.213,47.973,0.08,18.018,0.151,34.009,0.423,0.444,55.885,136.6244,340.2455,192.5094,2.4447,-0.5861,-0.8682,1.4312,2.0753,2.1834,-682.0016,-10.4612,-898.8856,-13.7879,1849.3363,28.3668,45.135,2942.5161,-5.2787,960,1067,-14.1926,577.8375,768.9875,-2.8945,1040,1102,-2.3458,750.8411,786.9139,4.9964,9062.5,8200,-25.0462,-4.6104,580,-24497.3923,3735,874.2517,584.0044,8.6479,2029,1706,22.9473,537.4345,336.8172,37.3288,0.9527,0.4944,107.049,1.642,0.8572,233.1965,3.577,2.0957
"113","gKadYBiPwV0Gv34AQOX0","10/2/2023",17:22:07,"WBB011","Countermovement Jump",NA,NA,642.618,0.2397,142.0644,-0.1639,10254.717,-10605.9027,1738,270.4562,1215.0566,189.0791,1732,269.5225,1405.0909,218.651,1806,281.0379,0.265,47.491,0.106,18.9964,0.187,33.5125,0.443,0.558,60.13,143.4329,391.85,203.5629,2.3854,-0.6193,-0.9294,1.4319,2.1687,2.2798,-664.8736,-10.1497,-873.383,-13.3328,1747.5804,26.678,42.8954,2809.9218,-2.7714,842,890,-8.0142,558.8396,656.217,-3.7652,869,937,-2.3117,686.3048,718.7861,4.5078,5358.4906,4896.2264,-14.9293,-4.5202,580,-23480.7189,3809,887.1103,592.7316,5.3295,2006,1803,1.6299,450.7845,436.3259,3.2114,0.7939,0.4296,128.2475,1.9578,0.9179,263.6025,4.0241,2.1896
"114","Vb7dQwxTdPTVuybPHXJV","10/2/2023",17:21:57,"WBB011","Countermovement Jump",NA,NA,643.297,0.2221,136.8798,-0.1449,11343.4343,-12273.743,1779,276.5441,1173.404,182.4047,1770,275.1451,1425.3523,221.5699,1901,295.5089,0.346,55.7166,0.099,15.942,0.176,28.3414,0.437,0.621,51.9151,138.5122,367.334,190.4273,2.6681,-0.5523,-0.8072,1.41,2.0874,2.2075,-571.0356,-8.708,-723.7056,-11.0362,1722.4273,26.2663,42.0189,2755.4147,-3.2768,856,914,-7.0373,545.4141,627.9899,-2.8932,923,978,-3.6466,686.6875,738.6648,3.6509,5878.7879,5464.6465,-13.2402,-7.0239,570,-20215.2665,3629,897.286,564.1251,-4.0507,1741,1888,-32.4966,302.8491,594.4368,-49.049,0.7037,0.3576,115.6015,1.7629,0.7917,251.7325,3.8388,2.1123
"115","nXclluTmeoLv6CUYsZ2H","9/25/2023",17:26:34,"WBB011","Countermovement Jump",NA,NA,626.062,0.2217,133.0906,-0.1358,13400,-13487.1209,1831,292.463,1224.4444,195.5788,1831,292.463,1443.5337,230.5736,1938,309.554,0.24,48.6815,0.09,18.2556,0.163,33.0629,0.432,0.493,53.2464,134.1494,345.7895,187.3958,2.5194,-0.5673,-0.8415,1.418,2.0854,2.1973,-606.271,-9.4999,-787.368,-12.3376,1743.0692,27.3128,44.0198,2809.2909,-4.6423,873,958,-10.8076,546.0556,678.3889,-4.0248,930,1008,-2.482,703.8528,739.681,3.1509,6911.1111,6488.8889,-19.6328,-4.864,660,-19027.7333,4276,831.8439,682.9994,0.4677,2148,2128,-3.6044,400.9303,430.9136,-6.9578,0.8763,0.4496,109.592,1.7172,0.8343,236.1975,3.7011,2.102
"116","Vkf52J9TkwKokeorg8Sx","9/25/2023",17:26:25,"WBB011","Countermovement Jump",NA,NA,625.799,0.223,133.4202,-0.1422,9411.215,-11466.2232,1630,260.467,1177.2617,188.1214,1630,260.467,1392.0172,222.4384,1783,284.9158,0.178,38.78,0.107,23.3115,0.174,37.9085,0.427,0.459,58.4995,134.124,368.473,192.6235,2.2927,-0.612,-0.9187,1.3794,2.0915,2.2045,-634.5398,-9.947,-866.3262,-13.5805,1668.766,26.1595,43.3647,2766.3183,-1.227,805,825,-1.1487,581.8692,595.3925,-1.0656,882,901,-1.5652,685.1149,706.9023,-2.4826,4588.785,4822.4299,-2.2586,-3.0801,530,-35968.8335,4334,880.5943,692.5546,-5.4453,2049,2285,-7.2659,408.3057,472.2887,-13.5315,0.9303,0.4857,125.46,1.9667,0.917,243.013,3.8095,2.1025
"117","sTRdMHDYEkjbq3SUPhcx","9/18/2023",17:27:21,"WBB011","Countermovement Jump",NA,NA,628.671,0.1675,116.1861,-0.0901,30905.6604,-25152.3222,2267,360.602,1561.8113,248.4306,2267,360.602,1529.5039,243.2916,2312,367.7599,0.251,57.9677,0.053,12.2402,0.129,29.7921,0.365,0.433,48.6269,117.3279,280.373,165.9549,2.4128,-0.5152,-0.7673,1.3169,1.813,1.9342,-679.8301,-10.6083,-985.103,-15.3719,1648.6905,25.7267,41.2619,2644.2558,3.0437,1168,1099,3.3077,806.7358,755.0755,0.173,1158,1154,1.6675,777.5039,752,7.5702,16622.6415,14283.0189,6.3234,3.2869,470,-26621.574,3169,877.2277,504.0792,13.1587,1793,1376,5.9464,464.6957,412.5319,11.2381,0.843,0.3869,81.9465,1.2787,0.7588,198.4265,3.0963,1.8308
"118","9n0tpKmSTlLTXDiIE2ft","9/18/2023",17:27:11,"WBB011","Countermovement Jump",NA,NA,630.092,0.1248,100.4877,-0.0606,53076.9231,-44343.2771,2686,426.287,1847.1282,293.1521,2717,431.2069,1533.5225,243.3807,2671,423.9064,0.199,57.0201,0.039,11.1748,0.111,31.8052,0.32,0.349,46.4109,101.6098,242.5345,148.0207,2.1894,-0.4916,-0.7311,1.1987,1.5645,1.694,-749.7535,-11.673,-1140.0015,-17.7489,1467.7112,22.851,37.2981,2395.6435,0.9937,1372,1345,-2.6042,899.5128,947.6154,0.4118,1341,1330,-7.1536,711.9099,821.6126,3.0918,27358.9744,25717.9487,-5.2338,-13.2322,620,-35005.589,3066,793.771,486.5956,-1.1089,1516,1550,-19.399,319.8935,473.8774,-32.4906,0.9169,0.3575,70.9845,1.1052,0.7226,171.55,2.6709,1.582
"119","LUbvbfIiX9EpA1FCHRDU","9/11/2023",17:26:31,"WBB011","Countermovement Jump",NA,NA,634.229,0.2276,136.6155,-0.0982,17166.6667,-20067.6546,1970,310.6134,1231.6282,194.193,1970,310.6134,1591.4545,250.9274,2206,347.8239,0.263,54.3388,0.078,16.1157,0.143,29.5455,0.44,0.484,45.9231,137.8483,323.936,183.7714,3.0017,-0.5028,-0.7202,1.4364,2.1131,2.2132,-533.8265,-8.257,-686.7605,-10.6225,1924.9134,29.7738,47.984,3102.2244,3.6548,1021,949,0.4736,618.7308,612.8974,2.5385,1131,1075,0.4438,799.2587,792.1958,7.991,9269.2308,7897.4359,0.8393,0.9181,NA,-26037.7667,4020,753.0751,633.8405,4.7761,2106,1914,-12.033,331.2287,421.8464,NA,0.9091,0.4702,95.393,1.4755,0.7103,228.543,3.535,2.1322
"120","IVGbWZkfBjalzYN3dWpo","9/11/2023",17:26:22,"WBB011","Countermovement Jump",NA,NA,634.284,0.2132,132.2419,-0.1234,17215.1899,-16277.5591,2009,316.7351,1246.3924,196.5038,1995,314.5279,1522.1133,239.9735,2147,338.4919,0.236,50.7527,0.079,16.9892,0.15,32.2581,0.427,0.465,47.6726,134.1559,327.0795,181.8285,2.8141,-0.5319,-0.7576,1.4137,2.0453,2.1618,-572.1937,-8.8497,-735.8538,-11.3809,1802.4047,27.8765,44.7923,2896.1283,-0.8521,989,1006,-5.4222,589.4051,656.9873,0.6055,1080,1067,-0.7389,755.4333,766.68,-0.8824,8531.6456,8683.5443,-10.3421,-1.4585,560,-22471.789,3780,876.8214,595.9476,9.3122,2066,1714,0.3332,439.8714,436.95,0.6951,0.9183,0.4585,97.781,1.5123,0.7373,229.2985,3.5464,2.0749
"121","IN7REpEIQyUv6TB7UFO2","10/9/2023",17:24:39,"WBB012","Countermovement Jump",NA,NA,690.211,0.2214,146.637,-0.1933,7804.878,-8576.5047,1658,240.2164,1236.4553,179.1416,1653,239.492,1377.2664,199.5428,1763,255.4291,0.347,50.731,0.123,17.9825,0.214,31.2865,0.448,0.684,66.704,147.8438,447.149,214.5479,2.2164,-0.6205,-0.9557,1.4155,2.0842,2.258,-689.5632,-9.8008,-928.6175,-13.1985,1694.3036,24.0812,41.4843,2918.7503,9.9819,909,744,11.2938,688.0488,548.4065,5.7289,932,831,1.0141,695.6168,681.6495,10.8333,4325.2033,3479.6748,20.2972,2.0654,980,-4218.6572,2385,853.7878,345.5465,-42.7254,683,1702,-5.1203,405.0357,448.752,-9.7522,0.655,0.3237,151.6,2.1547,0.9481,295.549,4.2007,2.1013
"122","o2GL6a8AQ1Nlek9ZaebZ","10/9/2023",17:24:28,"WBB012","Countermovement Jump",NA,NA,690.595,0.2382,152.1879,-0.1968,7084.6154,-8206.3314,1615,233.8563,1177.4154,170.4929,1610,233.1323,1405.1636,203.4714,1740,251.9566,0.444,56.3452,0.13,16.4975,0.214,27.1574,0.455,0.788,62.8226,153.7072,454.0945,216.5298,2.4467,-0.5995,-0.9046,1.4144,2.1619,2.3015,-635.5686,-9.0283,-832.9272,-11.8318,1748.8745,24.843,42.4256,2986.6354,12.2981,904,706,11.3782,655.6923,521.7231,5.4023,917,823,1.8926,715.8785,689.285,18.5668,4200,2884.6154,20.3966,3.7778,810,-5948.0017,2624,889.7494,379.9622,-10.2134,1178,1446,-4.7752,423.6309,466.1185,-9.1214,0.5774,0.3023,152.6,2.1677,0.8924,301.4945,4.2828,2.1834
"123","ohrB37SGoi9DuDux0iqs","10/2/2023",17:18:51,"WBB012","Countermovement Jump",NA,NA,693.883,0.2392,153.2443,-0.1699,7056,-9279.9461,1577,227.2717,1230.208,177.2933,1577,227.2717,1420.3934,204.7021,1774,255.6627,0.276,45.098,0.125,20.4248,0.211,34.4771,0.471,0.612,66.5941,154.0697,453.8085,220.6638,2.3136,-0.6009,-0.9437,1.4122,2.1665,2.3128,-668.9551,-9.4576,-904.6743,-12.7901,1770.1241,25.0257,43.6413,3086.8428,9.3215,862,715,6.5082,655.136,575.072,4.3968,926,848,2.6403,728.9479,691.4455,15.4195,4072,2984,12.1756,5.1861,960,-4358.9089,2120,877.5187,305.527,1.2264,1073,1047,-0.1778,437.9792,439.5396,-0.3547,0.7696,0.3909,153.3295,2.1677,0.9415,300.479,4.2481,2.1782
"124","9y71OX1mYYDXpl2n1nqK","10/2/2023",17:18:41,"WBB012","Countermovement Jump",NA,NA,691.696,0.2442,154.3464,-0.1816,8877.193,-9411.8795,1709,247.0739,1245.0526,180,1707,246.7847,1436.1635,207.6293,1778,257.0493,0.388,54.6479,0.114,16.0563,0.208,29.2958,0.449,0.71,62.5732,155.6877,440.987,218.2609,2.4881,-0.5989,-0.897,1.4365,2.189,2.3344,-663.1247,-9.4048,-874.4859,-12.4024,1809.3173,25.6607,44.3328,3125.8745,3.222,881,826,-0.3593,620.2895,624.7632,2.6997,913,865,0.8048,723.8606,712.3029,11.4625,4947.3684,3929.8246,-0.7993,1.6202,1050,-6861.3086,2491,846.5267,360.1293,1.0036,1258,1233,4.9139,444.0619,402.4648,9.3755,0.6324,0.344,141.4265,2.0058,0.8874,299.5605,4.2485,2.208
"125","5l0BwOtuOZ4WdmiGHqW4","9/25/2023",17:23:26,"WBB012","Countermovement Jump",NA,NA,688.642,0.223,146.8192,-0.1908,7653.2258,-8593.2378,1640,238.1499,1218.4032,176.9284,1640,238.1499,1366.1797,198.3875,1704,247.4435,0.317,48.1763,0.124,18.845,0.217,32.9787,0.455,0.658,65.2134,147.8277,447.868,213.0411,2.2668,-0.6165,-0.934,1.3902,2.0915,2.2321,-671.4576,-9.5652,-893.8787,-12.7337,1668.124,23.7631,39.4288,2767.8243,1.8293,835,805,0.2078,610.4677,607.9355,4.2254,888,816,-0.1764,681.8848,684.2949,3.2666,3951.6129,3701.6129,0.395,-0.3332,NA,-226.2287,2141,559.4124,310.9017,5.745,1132,1009,23.874,346.4832,212.9293,NA,0.6915,0.3388,150.605,2.1454,0.929,297.263,4.2346,2.1059
"126","htxWi8y29ZAawOx9eZdo","9/25/2023",17:23:17,"WBB012","Countermovement Jump",NA,NA,684.603,0.2296,148.1227,-0.1837,7390.625,-8880.0679,1631,238.2403,1215.7969,177.5915,1631,238.2403,1379.7606,201.5417,1712,250.0719,0.296,46.4678,0.128,20.0942,0.213,33.438,0.434,0.637,67.5158,148.8651,449.8305,216.3809,2.2049,-0.6274,-0.9688,1.3994,2.1225,2.2579,-685.375,-9.8211,-916.3609,-13.131,1699.3151,24.3503,40.8671,2851.9643,5.2115,858,773,0.9677,613.7813,602.0156,3.6215,887,825,1.4485,699.8732,679.8873,15.0106,4250,3140.625,1.8355,2.8761,750,-8982.1835,2059,891.0933,300.7582,24.1379,1278,781,16.1028,517.292,373.8013,27.7747,0.6813,0.3605,155.145,2.2231,0.9675,294.6855,4.2227,2.1332
"127","erV27LaNPTHKKDcnehXc","9/18/2023",17:24:57,"WBB012","Countermovement Jump",NA,NA,696.326,0.2152,145.8508,-0.2035,6960.9375,-7801.7215,1588,228.0541,1202.7578,172.7291,1588,228.0541,1315.9153,188.9798,1619,232.506,0.407,52.7886,0.128,16.6018,0.236,30.6096,0.437,0.771,64.3753,147.0041,464.842,211.3793,2.2835,-0.6081,-0.9137,1.3784,2.0548,2.2339,-654.9338,-9.2269,-851.8092,-12.0005,1597.7168,22.509,39.1186,2776.6856,1.2594,804,784,3.112,620.0938,582.6641,0.3088,812,807,-2.8542,639.178,676.7373,-4.826,3312.5,3648.4375,6.0802,-5.5226,900,-6930.8595,2052,871.7078,294.6896,-31.0916,707,1345,-6.4439,407.7678,463.94,-12.1285,0.5668,0.2791,153.505,2.1626,0.9069,311.337,4.3862,2.071
"128","ldCqn0KEswTkwb8zqVWe","9/18/2023",17:24:38,"WBB012","Countermovement Jump",NA,NA,697.21,0.2144,145.7531,-0.2044,6281.4815,-7578.7148,1549,222.1712,1196.0741,171.5515,1547,221.8844,1336.8559,191.7436,1656,237.5181,0.369,50.3411,0.135,18.4175,0.229,31.2415,0.436,0.733,66.9182,147.2394,467.942,214.1576,2.2003,-0.6117,-0.953,1.3663,2.0508,2.2146,-665.5822,-9.365,-901.7453,-12.6879,1608.2664,22.6289,38.8845,2763.5766,2.7796,795,752,3.26,617.5333,578.5407,1.2077,838,818,0.0516,668.7729,668.083,-0.9434,3111.1111,3170.3704,6.3346,0.1182,710,-10363.0639,2862,917.4676,410.4933,18.0294,1689,1173,10.7332,507.9704,409.4972,19.3968,0.5948,0.2924,161.0415,2.2659,0.9416,306.9005,4.3182,2.0717
