"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse","L_R_Diff_Peak_Propulsive","L_R_Total_Peak_Propulsive","Peak_Propulsive_Asymmetry_Index","L_R_Diff_Peak_Landing","L_R_Total_Peak_Landing","Peak_Landing_Asymmetry_Index","L_R_Diff_Peak_Braking","L_R_Total_Peak_Braking","Peak_Braking_Asymmetry_Index"
"427","nfL0akJm26tzJDbRXpph","10/10/2023",07:31:53,"MFB032","Countermovement Jump",NA,NA,686.672,0.4313,203.6124,-0.2784,6493.6709,-6142.2108,1710,249.0272,1184.5506,172.506,1710,249.0272,1620.3716,235.9746,1909,278.0075,0.334,47.0423,0.158,22.2535,0.218,30.7042,0.592,0.71,78.1478,204.383,540.7195,282.5308,2.6153,-0.762,-1.1182,1.707,2.9089,3.0068,-800.1777,-11.4316,-1017.4749,-14.5359,2535.0195,36.216,65.6719,4596.8472,6.9006,914,796,5.2944,623.6329,560.9177,1.6239,970,939,3.2508,836.5229,783.8486,1.7544,3303.7975,3189.8734,10.0742,6.3118,NA,-3816.6643,2900,880.8146,422.3268,7.5862,1560,1340,13.814,501.2452,379.5694,NA,0.8338,0.6074,186.642,2.6664,1.1164,354.0775,5.0585,2.9199,31,1909,1.62388685175485,220,2900,7.58620689655172,118,2900,4.06896551724138
"428","Z6HzFWXhHOiKXaAPx0Wd","10/3/2023",07:35:19,"MFB032","Countermovement Jump",NA,NA,692.736,0.4437,208.3586,-0.3185,7484.0764,-5881.0687,1873,270.3772,1286.7516,185.7492,1871,270.0885,1581.7872,228.3391,1881,271.532,0.347,46.9553,0.157,21.2449,0.235,31.7997,0.615,0.739,92.6684,209.847,574.068,302.5155,2.2645,-0.8986,-1.3239,1.8147,2.9506,3.0801,-1016.6921,-14.3976,-1287.7323,-18.2359,2569.4211,36.3862,64.1321,4528.7088,9.5671,1025,846,12.4067,723.1975,563.5541,8.8783,1024,857,0.608,795.7021,786.0851,4.5106,3910.828,3573.2484,22.1111,1.2603,NA,-3498.6339,3714,888.4002,536.135,-54.4965,845,2869,-50.1701,221.3444,667.0558,NA,0.8322,0.6005,201.428,2.8525,1.3123,372.64,5.277,2.9717,167,1881,8.8782562466773,2024,3714,54.4964997307485,179,3714,4.81960150780829
"429","4Iacv8MY4Dal9JJGJGre","10/3/2023",07:35:12,"MFB032","Countermovement Jump",NA,NA,693.341,0.4671,213.971,-0.3079,8129.4964,-5927.5515,1825,263.2182,1295.5324,186.8536,1825,263.2182,1624.1348,234.2476,1863,268.699,0.386,51.1258,0.139,18.4106,0.23,30.4636,0.616,0.755,83.1376,214.9756,553.956,298.1132,2.5858,-0.7917,-1.1811,1.8011,3.0275,3.1223,-903.5437,-12.7841,-1209.0691,-17.107,2661.5036,37.6573,66.0593,4668.8673,1.8082,929,896,11.0357,719.2518,576.2806,1.8787,949,914,2.1697,829.687,794.4478,-9.9115,3661.8705,4467.6259,19.9831,4.2358,NA,-3531.4748,2802,857.2149,404.1301,10.207,1544,1258,23.3798,528.8151,328.3998,NA,0.8159,0.6187,179.512,2.5399,1.1763,374.444,5.298,3.0417,35,1863,1.87869028448739,286,2802,10.2069950035689,33,2802,1.17773019271949
"430","O7eEwCWDIuramGyLYWA7","9/26/2023",07:37:04,"MFB032","Countermovement Jump",NA,NA,696.976,0.4281,205.9102,-0.2593,8445.2555,-7165.3631,1858,266.5802,1304.2628,187.1317,1858,266.5802,1686.3029,241.9456,1990,285.5192,0.317,47.8852,0.137,20.6949,0.208,31.4199,0.6,0.662,82.6143,206.6955,529.7665,289.3098,2.5019,-0.7688,-1.1644,1.7667,2.8982,3.0053,-887.3762,-12.4899,-1141.1277,-16.0615,2670.6638,37.5898,65.4159,4647.6352,12.9171,1049,809,12.5641,734.0657,570.1971,6.1307,1056,934,2.8753,867.3942,818.9087,7.0009,4518.2482,3927.0073,22.3521,5.6474,NA,-3734.8331,2965,899.7044,425.4092,-13.5919,1281,1684,1.352,455.9342,443.7702,NA,0.9063,0.6467,178.1,2.5068,1.1628,351.6665,4.9497,2.9093,122,1990,6.13065326633166,403,2965,13.5919055649241,240,2965,8.09443507588533
"431","WcuPgkvq8vNQLrK4mpgw","9/26/2023",07:36:58,"MFB032","Countermovement Jump",NA,NA,697.353,0.4299,206.45,-0.271,8338.5827,-6472.8255,1754,251.5225,1337.2913,191.7668,1754,251.5225,1619.8884,232.291,1862,267.0097,0.356,50.3536,0.127,17.9632,0.224,31.6832,0.594,0.707,80.7387,207.5034,533.013,288.2421,2.5701,-0.7341,-1.1413,1.7032,2.9042,2.9945,-876.5192,-12.3304,-1209.0266,-17.008,2530.4266,35.5967,63.702,4528.3128,12.0867,983,771,9.7529,733.8583,603.4331,2.9001,958,904,6.0346,858.8214,761.067,13.6922,4740.1575,3598.4252,17.7525,11.3985,NA,-3769.2406,2922,875.0547,419.013,-24.5038,1103,1819,9.515,479.158,395.8967,NA,0.8402,0.6081,169.3025,2.3817,1.1358,363.7105,5.1165,2.9191,54,1862,2.90010741138561,716,2922,24.5037645448323,212,2922,7.25530458590007
"432","MvAH1YdtyETlsGrdKiac","9/19/2023",07:37:00,"MFB032","Countermovement Jump",NA,NA,700.112,0.4291,207.0719,-0.2842,6475.6098,-6217.8526,1767,252.3882,1159.4695,165.612,1761,251.5312,1607.7598,229.6432,1824,260.5297,0.376,48.8947,0.164,21.3264,0.229,29.7789,0.598,0.769,74.8001,208.7129,558.657,283.513,2.7903,-0.7524,-1.0618,1.7231,2.9015,2.9989,-772.0637,-10.8182,-951.9043,-13.3381,2522.5131,35.3456,62.6417,4470.5625,8.3475,954,807,7.3735,622.4817,536.9878,2.0833,931,893,3.4519,831.6288,776.131,6.0264,3432.9268,3042.6829,13.7407,6.6799,NA,-10.332,3523,714.0159,503.2052,22.2821,2154,1369,12.7846,402.6502,311.3658,NA,0.7776,0.558,189.6185,2.6569,1.0481,369.0385,5.171,2.9245,38,1824,2.08333333333333,785,3523,22.2821458983821,147,3523,4.17258018734034
"433","alPaylE3yvU2BIl7RXfQ","9/19/2023",07:36:47,"MFB032","Countermovement Jump",NA,NA,700.911,0.4182,204.656,-0.2692,6114.2857,-5786.9536,1558,222.2821,1171.9857,167.2089,1558,222.2821,1580.3948,225.4773,1895,270.3624,0.496,57.0771,0.14,16.1105,0.233,26.8124,0.581,0.869,65.518,205.6792,532.637,271.1972,3.1393,-0.6023,-0.922,1.6173,2.8644,2.9563,-639.0545,-8.9443,-831.4383,-11.6369,2395.6942,33.5303,63.3662,4527.4296,7.7022,839,719,10.4511,647.2357,524.75,-1.1082,937,958,-0.0125,790.0987,790.2961,10.7477,3385.7143,2728.5714,18.9221,0.0041,NA,-4177.7841,4226,837.549,602.9296,9.4652,2313,1913,9.7352,459.5429,378.0061,NA,0.6686,0.4812,163.6455,2.2904,0.917,368.9915,5.1644,2.8787,21,1895,1.10817941952507,400,4226,9.46521533364884,120,4226,2.83956460009465
"434","AOz9tYPhhfcogDytOIuM","10/17/2023",09:23:56,"MFB033","Countermovement Jump",NA,NA,1133.879,0.3669,310.1231,-0.3194,7445.0549,-7789.391,2488,219.4238,1901.8791,167.7321,2489,219.512,2338.469,206.2362,2818,248.5274,0.307,41.0977,0.182,24.3641,0.258,34.5382,0.546,0.747,139.0945,312.0107,950.012,451.1052,2.2432,-0.7962,-1.2102,1.5414,2.6831,2.8115,-1367.8414,-11.8342,-1798.8338,-15.563,3366.1201,29.1227,57.0792,6597.4467,1.0848,1258,1231,-1.9766,932.1429,969.7363,-3.4776,1360,1458,-3.6377,1126.7016,1211.7674,7.7491,4010.989,3434.0659,-3.9123,-6.9941,NA,-19781.4382,9900,1513.2319,873.109,1.798,5039,4861,10.2735,834.3472,678.8847,NA,0.7309,0.4912,345.4605,2.9888,1.2034,604.5515,5.2304,2.6994,98,2818,3.47764371894961,178,9900,1.7979797979798,27,9900,0.272727272727273
"435","xpF3dvRoh2xSelrwojGL","10/17/2023",09:23:50,"MFB033","Countermovement Jump",NA,NA,1129.484,0.3671,309.0102,-0.2795,5773.6842,-7973.5801,2229,197.3468,1743.2158,154.3374,2226,197.0811,2372.8594,210.0835,2988,264.5456,0.294,40.1091,0.19,25.9209,0.249,33.97,0.537,0.733,116.058,310.69,922.5915,426.748,2.677,-0.6715,-1.0131,1.4628,2.6839,2.7894,-1069.4691,-9.2887,-1398.6694,-12.148,3323.5532,28.8663,58.9872,6791.5524,5.301,1172,1054,4.4615,910.4947,832.7211,-5.4217,1413,1575,-4.237,1136.1606,1236.6988,11.7593,3226.3158,2547.3684,8.5206,-8.0849,NA,-42447.8965,8628,1400.7258,763.8886,-9.7589,3893,4735,-11.6634,618.6764,782.0494,NA,0.7326,0.5009,330.66,2.8719,1.008,591.9315,5.1412,2.6985,162,2988,5.42168674698795,842,8628,9.7589244320816,118,8628,1.36764024107557
"436","eOe68N3dvzeu6MU7TTQA","10/10/2023",08:26:32,"MFB033","Countermovement Jump",NA,NA,1130.467,0.3755,312.8001,-0.2928,7264.0449,-8269.4907,2421,214.1593,1865.1742,164.9915,2421,214.1593,2395.9073,211.9396,2904,256.885,0.314,42.4324,0.178,24.0541,0.248,33.5135,0.547,0.74,130.1279,315.0217,926.7285,445.1496,2.4209,-0.7492,-1.139,1.5596,2.7144,2.8378,-1266.8154,-10.9932,-1647.3566,-14.2955,3480.9944,30.2075,58.8622,6783.0605,5.5762,1278,1143,4.7057,976.4719,888.7022,-3.5813,1400,1504,-3.5893,1154.9556,1240.9516,12.761,4095.5056,3168.5393,8.9601,-6.89,NA,-10944.6856,10265,1417.0702,908.0318,-9.6542,4637,5628,-20.8016,561.1482,855.9219,NA,0.7392,0.5075,331.351,2.8754,1.1292,595.3775,5.1666,2.7337,104,2904,3.58126721763085,991,10265,9.65416463711641,135,10265,1.31514856307842
"437","ADo3P3AhC5V4PWCeeiRt","10/10/2023",08:26:27,"MFB033","Countermovement Jump",NA,NA,1127.126,0.3791,313.3337,-0.2622,5940.2174,-8479.1715,2223,197.2273,1757.9185,155.9647,2220,196.9611,2442.6444,216.7144,3057,271.2208,0.274,39.3113,0.184,26.3989,0.239,34.2898,0.541,0.697,115.5163,315.5049,907.7955,431.0212,2.7313,-0.6665,-1.0147,1.5056,2.7271,2.8366,-1072.6454,-9.3358,-1416.6632,-12.33,3491.0725,30.3847,61.3897,7053.4108,3.964,1154,1066,-2.4322,857.5815,900.337,-2.7805,1486,1571,-2.0021,1196.8703,1245.7741,17.2919,3483.6957,2456.5217,-4.8125,-3.8947,500,-74262.5154,9660,1732.39,857.047,-9.9379,4350,5310,15.764,1002.742,729.648,27.2276,0.7762,0.5438,322.9075,2.8104,1.0054,584.888,5.0906,2.746,85,3057,2.78050376185803,960,9660,9.93788819875776,88,9660,0.910973084886128
"438","ogRiHNTz1r5HkEOpFjRt","10/3/2023",08:24:41,"MFB033","Countermovement Jump",NA,NA,1121.526,0.4352,334.0505,-0.3077,7960.452,-8236.4256,2534,225.9422,1877.435,167.4,2532,225.7638,2516.6417,224.3944,2940,262.1428,0.33,44.1767,0.177,23.6948,0.24,32.1285,0.593,0.747,133.0869,336.0718,936.835,469.1587,2.5252,-0.7867,-1.1723,1.6425,2.9219,3.016,-1326.175,-11.6001,-1713.7518,-14.9902,3882.3064,33.9586,64.8085,7409.2127,7.188,1357,1175,5.4317,989.7062,887.7288,-3.4694,1419,1521,-1.4056,1240.6333,1276.0083,12.2782,4468.9266,3491.5254,10.2775,-2.7233,NA,-17849.3961,11060,1710.0869,986.1564,-2.3146,5402,5658,4.2699,891.5527,818.5342,NA,0.7938,0.5825,331.597,2.9005,1.1641,605.238,5.294,2.9396,102,2940,3.46938775510204,256,11060,2.31464737793852,182,11060,1.64556962025316
"439","OPrwsYjd0YxVf1mwfYAM","10/3/2023",08:24:35,"MFB033","Countermovement Jump",NA,NA,1120.081,0.3549,301.2806,-0.2925,6650,-7918.0626,2316,206.7708,1840.5778,164.3254,2321,207.2172,2308.7953,206.1275,2923,260.9633,0.283,39.47,0.18,25.1046,0.254,35.4254,0.53,0.717,129.0859,303.0784,918.2795,432.1643,2.3479,-0.73,-1.1367,1.5336,2.6387,2.7902,-1227.4484,-10.7504,-1615.0507,-14.1451,3288.4904,28.8016,57.9222,6613.4103,9.4356,1270,1051,7.1022,985.65,854.9278,-4.9607,1389,1534,-4.0182,1108.0118,1200.7835,20.9691,4022.2222,2627.7778,13.2195,-7.6756,NA,-51556.1095,8435,1448.2892,753.0705,-11.5827,3729,4706,-11.4494,641.2347,807.0545,NA,0.7392,0.495,330.7005,2.8964,1.1306,587.579,5.1462,2.6545,145,2923,4.96065685939104,977,8435,11.5826911677534,219,8435,2.59632483698874
"440","aos9dmdaP5nkRq9TRgUb","9/26/2023",08:23:44,"MFB033","Countermovement Jump",NA,NA,1128.296,0.3922,319.0515,-0.3062,9554.2169,-8851.4877,2710,240.1852,1995.0904,176.8233,2709,240.0966,2456.0207,217.6752,2871,254.4545,0.271,39.9705,0.166,24.4838,0.241,35.5457,0.557,0.678,143.0899,321.3142,923.6205,464.404,2.2455,-0.8236,-1.2543,1.6487,2.774,2.8944,-1474.3071,-12.8184,-1930.3365,-16.7834,3702.8897,32.1949,59.9929,6900.082,-0.1107,1353,1356,-5.3369,944.3072,1050.7831,-3.8662,1380,1491,-1.1842,1213.4689,1242.5519,13.1148,5403.6145,4150.6024,-10.2129,-2.3431,NA,-32119.8176,10337,1552.6263,916.1603,-3.0473,5011,5326,18.9971,923.7898,628.8365,NA,0.8215,0.5785,330.387,2.8726,1.2441,593.2335,5.1579,2.7937,111,2871,3.8662486938349,315,10337,3.047305794718,3,10337,0.0290219599496953
"441","Dwj96ZDuAHUAIfiy5al6","9/26/2023",08:23:38,"MFB033","Countermovement Jump",NA,NA,1124.651,0.3861,315.5468,-0.2689,8029.7619,-9184.9448,2470,219.6237,1925.0833,171.1716,2470,219.6237,2468.6128,219.5003,3059,271.9955,0.243,37.6161,0.168,26.0062,0.235,36.3777,0.551,0.646,133.7916,317.0515,904.0775,450.8431,2.3697,-0.7529,-1.1706,1.5809,2.7524,2.8742,-1314.3514,-11.4647,-1801.6562,-15.7153,3632.3514,31.6839,62.5427,7170.0978,-2.996,1198,1272,-3.0611,933.0774,992.006,-5.7862,1441,1618,-7.2433,1144.9021,1323.7106,-1.4085,3958.3333,4071.4286,-5.9478,-13.4833,NA,-48846.9282,7791,1525.4789,692.7482,-12.5658,3406,4385,-27.567,552.4749,973.004,NA,0.8529,0.5977,322.733,2.8151,1.167,581.3445,5.0709,2.7655,177,3059,5.78620464203988,979,7791,12.5657810293929,74,7791,0.949813887819279
"442","HFQG8PMqwZFL4Vl1ptKn","9/19/2023",08:27:01,"MFB033","Countermovement Jump",NA,NA,1130.241,0.3932,319.9859,-0.2684,8590.0621,-9355.8681,2511,222.165,1939.118,171.5668,2509,221.9881,2550.3407,225.6457,3061,270.8272,0.34,46.7675,0.161,22.1458,0.226,31.0867,0.564,0.727,129.5312,322.1805,889.115,451.7117,2.4873,-0.7239,-1.1338,1.5981,2.7773,2.8823,-1278.09,-11.0933,-1731.9828,-15.0329,3779.3433,32.8031,62.0727,7151.5939,2.9892,1292,1217,-1.3895,956.087,983.0311,-4.2796,1465,1596,-3.4628,1231.0133,1319.3274,15.5459,4962.7329,3627.3292,-2.8144,-6.6561,830,-37724.9689,11276,1516.194,997.6633,-11.2274,5005,6271,6.8973,810.3855,705.8084,12.8962,0.7758,0.5408,311.5,2.7037,1.1243,577.615,5.0134,2.7964,131,3061,4.2796471741261,1266,11276,11.2273855977297,75,11276,0.665129478538489
"443","Sr205QYPsAL1dghnbjxl","9/19/2023",08:26:54,"MFB033","Countermovement Jump",NA,NA,1130.181,0.3559,304.4454,-0.267,6896.5517,-8753.8312,2337,206.781,1829.9368,161.9154,2333,206.4271,2458.6957,217.5488,3087,273.1421,0.3,42.6136,0.174,24.7159,0.23,32.6705,0.521,0.704,121.154,306.7064,884.4535,427.8604,2.5315,-0.6923,-1.0617,1.5071,2.6426,2.7617,-1155.5264,-10.03,-1509.6877,-13.1041,3458.6642,30.0213,59.6259,6869.3211,1.0716,1179,1154,-4.7508,871.5,958.4368,-4.114,1480,1607,-3.8713,1181.7565,1276.9391,13.1667,3902.2989,2994.2529,-9.1321,-7.4247,500,-58777.4107,8484,1697.84,750.6762,1.1787,4292,4192,7.383,911.596,786.244,13.7537,0.7401,0.5056,317.8055,2.7586,1.0516,566.648,4.9185,2.6622,127,3087,4.11402656300615,100,8484,1.17868929750118,25,8484,0.294672324375295
