"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse","L_R_Diff_Peak_Propulsive","L_R_Total_Peak_Propulsive","Peak_Propulsive_Asymmetry_Index","L_R_Diff_Peak_Landing","L_R_Total_Peak_Landing","Peak_Landing_Asymmetry_Index","L_R_Diff_Peak_Braking","L_R_Total_Peak_Braking","Peak_Braking_Asymmetry_Index"
"852","2PJtnMT6SQikqSum5kBF","10/3/2023",07:27:16,"MFB066","Countermovement Jump",NA,NA,1008.192,0.3074,252.3905,-0.1364,44666.6667,-27996.4431,3819,378.7969,2934.3492,291.0506,3807,377.6066,2819.5714,279.6661,3954,392.1872,0.237,53.8636,0.063,14.3182,0.14,31.8182,0.529,0.44,119.9134,255.4731,580.0495,375.3865,2.1305,-0.7497,-1.1877,1.6612,2.4558,2.5518,-1906.3435,-18.5493,-2902.9233,-28.2463,3897.0799,37.9197,60.5667,6224.5519,-2.2853,1860,1947,-11.1368,1303.7778,1630.5714,-3.0349,1917,2037,-2.8738,1369.2714,1450.3,15.2807,25746.0317,18920.6349,-20.3714,-5.5632,NA,-7755.6583,7254,1231.9688,719.5058,-1.4613,3574,3680,2.1518,629.239,602.7297,NA,1.2023,0.6986,183.4295,1.7848,1.1668,396.62,3.8592,2.4858,120,3954,3.03490136570561,106,7254,1.46126275158533,87,7254,1.19933829611249
"853","2mNVMOvTj2692ihpLbkt","9/26/2023",07:28:23,"MFB066","Countermovement Jump",NA,NA,989.452,0.3225,253.7243,-0.1614,39923.0769,-22247.818,3590,362.8271,3005.0462,303.7081,3852,389.3064,2701.8591,273.0662,3852,389.3064,0.3,58.3658,0.065,12.6459,0.149,28.9883,0.522,0.514,129.6921,256.9082,598.343,386.6003,1.9809,-0.7888,-1.3083,1.7084,2.5156,2.6141,-2108.2999,-20.9029,-3758.552,-37.2645,3840.4157,38.0761,58.8477,5935.4745,2.9076,1982,1870,-10.0702,1351.2154,1653.8308,-4.5171,1839,2013,-4.228,1293.8121,1408.047,12.447,22446.1538,17476.9231,-18.5439,-8.1354,NA,-8603.8945,6217,1285.0653,628.3276,-8.9271,2831,3386,-9.832,579.3588,705.7065,NA,1.0156,0.6275,194.0065,1.9235,1.2858,404.3365,4.0088,2.5471,174,3852,4.51713395638629,555,6217,8.92713527424803,112,6217,1.80151198327167
"854","avQalAx2xZILYziskQyp","9/26/2023",07:28:17,"MFB066","Countermovement Jump",NA,NA,994.918,0.3145,251.9102,-0.1438,46875,-27598.2126,3968,398.8268,2892.9531,290.773,3992,401.2391,2728.3562,274.2292,3968,398.8268,0.235,52.809,0.064,14.382,0.146,32.809,0.524,0.445,119.9507,255.0525,583.936,375.0032,2.1263,-0.796,-1.2046,1.7314,2.4839,2.6153,-1941.4426,-19.1428,-3004.7635,-29.6273,3873.7341,38.1954,61.9444,6282.319,-4.2585,1911,2081,0.7038,1456.6563,1436.2969,-2.9738,1925,2043,-2.6927,1327.4452,1400.911,-1.4,23109.375,23765.625,1.4301,-5.242,NA,-9714.7526,7431,1240.3189,746.8957,-4.6965,3541,3890,-16.6686,516.7874,723.5315,NA,1.1775,0.7066,183.6255,1.8106,1.1827,400.3105,3.9471,2.5148,118,3968,2.97379032258065,349,7431,4.69654151527385,170,7431,2.28771363208182
"855","9SYcbn9WT9YmPeeMD7N2","9/19/2023",07:26:18,"MFB066","Countermovement Jump",NA,NA,993.218,0.3477,264.4489,-0.1907,30913.5802,-18269.4348,3484,350.779,2737.3457,275.6037,3484,350.779,2563.6905,258.1196,3491,351.4838,0.355,58.7748,0.081,13.4106,0.168,27.8146,0.557,0.604,140.0023,265.5519,652.8655,405.5542,1.8968,-0.8393,-1.3846,1.7259,2.612,2.6981,-2031.5934,-20.066,-3445.4997,-34.0312,3777.3985,37.3093,57.2183,5793.0962,-0.4018,1735,1749,-1.6926,1345.5062,1391.8395,-0.7161,1733,1758,-0.3422,1277.4583,1286.2321,25.1597,19345.679,11567.9012,-3.622,-0.6889,NA,-7555.1281,6435,1188.3151,647.894,3.3722,3326,3109,12.518,668.5341,519.781,NA,0.9222,0.5757,220.453,2.1774,1.3828,432.4125,4.2709,2.6229,25,3491,0.716127184187912,217,6435,3.37218337218337,14,6435,0.217560217560218
"856","wMNhE4x2rLusRMQ4XmSC","9/19/2023",07:26:09,"MFB066","Countermovement Jump",NA,NA,991.531,0.3232,254.508,-0.1804,33210.5263,-19439.9485,3506,353.5946,2798.1316,282.2031,3506,353.5946,2580.8125,260.2856,3589,361.9655,0.261,52.5151,0.076,15.2918,0.16,32.1932,0.537,0.497,136.0126,256.016,626.03,392.0287,1.8823,-0.7908,-1.3514,1.6891,2.518,2.6105,-1998.4194,-19.7719,-3306.3203,-32.712,3685.2048,36.4606,55.1043,5569.581,-3.4227,1693,1813,-5.625,1320.3684,1477.7632,-2.9813,1741,1848,-2.8683,1253.3937,1327.4188,30.5071,21671.0526,11539.4737,-11.0356,-5.5713,740,-8524.9866,7402,1356.9838,746.5223,-3.5936,3568,3834,10.9998,753.1243,603.8595,19.8187,1.0805,0.6502,211.369,2.0912,1.3457,414.661,4.1026,2.533,107,3589,2.98133184731123,266,7402,3.59362334504188,120,7402,1.62118346392867
"857","xZzJ5LrYhGDeK3y9pvW9","9/12/2023",07:28:44,"MFB066","Countermovement Jump",NA,NA,989.303,0.343,261.5978,-0.133,72865.3846,-35630.1621,4740,479.1252,3418.1538,345.5113,5442,550.0843,2908.3382,293.9785,4668,471.8474,0.203,51.9182,0.052,13.2992,0.136,34.7826,0.554,0.391,124.3572,263.3443,573.6905,387.7015,2.1176,-0.8392,-1.2417,1.7595,2.594,2.6972,-2324.7488,-23.0524,-3768.3267,-37.367,4244.8033,42.0918,68.8508,6943.3502,6.358,2894,2548,0.584,1719.0577,1699.0962,0.3856,2343,2325,-2.1247,1423.2721,1485.0662,6.3605,38750,34115.3846,1.0266,-4.1106,630,-11478.3426,7945,1435.9063,803.0907,-7.6652,3668,4277,-19.6158,577.1206,858.7857,-32.7973,1.4169,0.8771,175.801,1.7433,1.2331,397.8895,3.9455,2.6113,18,4668,0.38560411311054,609,7945,7.66519823788546,346,7945,4.35494021397105
"858","Ds1mizn1ULwELYf6cYje","9/12/2023",07:28:38,"MFB066","Countermovement Jump",NA,NA,990.454,0.3779,274.9238,-0.1594,43893.9394,-24409.489,3892,392.9511,2928.2727,295.6495,4044,408.2976,2835.48,286.2808,3892,392.9511,0.298,57.9767,0.066,12.8405,0.15,29.1829,0.572,0.514,126.4215,278.6804,619.04,405.1019,2.2044,-0.8407,-1.28,1.7974,2.723,2.8129,-2085.831,-20.6592,-3201.4338,-31.7088,4284.3827,42.4349,67.9633,6861.8278,-3.1652,1958,2086,-7.3257,1356.8788,1571.3939,-4.1624,1865,2027,-2.3888,1383.8733,1451.6067,5.9717,23257.5758,20636.3636,-13.8281,-4.6654,NA,-11416.5851,7724,1331.5195,779.8444,6.3698,4108,3616,-28.9319,473.1425,858.377,NA,1.1128,0.7352,191.7915,1.8996,1.2521,427.2485,4.2317,2.7602,162,3892,4.16238437821172,492,7724,6.36975660279648,128,7724,1.65717244950803
"859","bqu83ECQIkJO1PA4esxO","8/29/2023",07:30:47,"MFB066","Countermovement Jump",NA,NA,983.835,0.3326,256.1972,-0.1253,64807.6923,-34649.7621,4341,441.2325,3294.7692,334.8904,4611,468.6761,2919.6061,296.7577,4316,438.6914,0.206,52.8205,0.052,13.3333,0.132,33.8462,0.521,0.39,118.4456,257.6638,557.135,376.1094,2.1754,-0.7705,-1.1868,1.7186,2.5546,2.6363,-2115.9196,-21.0982,-3495.6481,-34.8558,4179.2018,41.6716,65.3593,6554.8177,5.1833,2425,2186,8.5579,1788.3654,1506.4038,-4.6803,2057,2259,-1.4837,1438.1439,1481.4621,-0.8309,32134.6154,32673.0769,15.9169,-2.9447,NA,-0.22,6034,714.927,613.3142,-1.8561,2961,3073,28.2274,458.366,256.561,NA,1.3359,0.8529,169.605,1.6912,1.181,387.53,3.8641,2.5692,202,4316,4.68025949953661,112,6034,1.85614849187935,239,6034,3.9608882996354
"860","5eYJZPK1SJTOdBliHqMk","8/29/2023",07:30:38,"MFB066","Countermovement Jump",NA,NA,987.155,0.3292,255.7438,-0.1145,75698.1132,-43364.9775,4965,502.9605,3033.5283,307.3001,5032,509.7477,3010.063,304.923,4965,502.9605,0.202,52.8796,0.053,13.8743,0.127,33.2461,0.544,0.382,106.4203,259.3838,543.492,365.8041,2.4374,-0.7546,-1.0846,1.7335,2.5415,2.6275,-1861.4898,-18.4988,-2642.2963,-26.2582,4279.9255,42.5324,67.1215,6754.2654,0.9141,2539,2493,9.8018,1665.434,1368.0943,-1.9537,2434,2531,-0.5122,1497.3228,1512.7402,-3.9382,36358.4906,39339.6226,18.1407,-1.0134,1080,-12613.5728,7631,1240.0287,773.0296,12.4361,4290,3341,0.7253,624.5111,615.5176,1.4523,1.4241,0.8618,158.7395,1.5775,1.0576,384.7525,3.8235,2.5777,97,4965,1.95367573011078,949,7631,12.4361158432709,46,7631,0.602804350674879
"861","M4d9hAD8KTZiOmLaHRXO","8/29/2023",07:30:23,"MFB066","Countermovement Jump",NA,NA,985.29,0.2961,242.0719,-0.1574,48161.2903,-25174.8849,3963,402.2166,2882.1774,292.5207,3963,402.2166,2803.7895,284.5649,4088,414.9032,0.237,54.8611,0.062,14.3519,0.133,30.787,0.51,0.432,116.081,243.8244,552.037,359.9054,2.1005,-0.7498,-1.164,1.664,2.4102,2.5064,-1836.1157,-18.2812,-2812.9975,-28.0075,3841.7689,38.2504,59.4606,5972.0646,5.6775,2094,1869,5.29,1517.3226,1364.8548,4.7456,2141,1947,1.7763,1426.797,1376.9925,-2.4113,23500,24661.2903,10.1551,3.5396,1000,-11667.7113,6202,1242.985,629.4593,-9.4486,2808,3394,-42.6894,356.181,886.804,-59.8345,1.1806,0.6854,177.169,1.764,1.1558,374.868,3.7324,2.4276,194,4088,4.74559686888454,586,6202,9.44856497903902,225,6202,3.62786198000645
"862","Lv9LHfBbbrKYbLe89V9l","10/17/2023",08:32:02,"MFB067","Countermovement Jump",NA,NA,663.705,0.3722,182.83,-0.3371,7339.7436,-5357.5161,1806,272.1088,1281.2244,193.0412,1806,272.1088,1357.0606,204.4674,1813,273.1635,0.288,40.678,0.156,22.0339,0.264,37.2881,0.554,0.708,95.755,183.9359,558.447,279.6909,1.9209,-0.9465,-1.4223,1.7452,2.7023,2.8255,-1066.822,-15.7683,-1396.0626,-20.6347,2097.3948,31.0009,48.8921,3307.8394,-0.1107,902,904,6.8899,684.75,596.4744,-0.2758,904,909,0.58,682.4659,674.5947,-4.6288,3500,3839.7436,12.9486,1.1505,NA,-34348.4665,5736,948.6033,864.2394,-2.9289,2784,2952,-12.6529,414.2889,534.3144,NA,0.7825,0.5257,199.293,2.9457,1.4153,359.154,5.3085,2.7187,5,1813,0.275785990071704,168,5736,2.92887029288703,2,5736,0.0348675034867503
"863","njTruUDADRqPFCoACeyj","10/17/2023",08:31:56,"MFB067","Countermovement Jump",NA,NA,664.965,0.3701,182.6639,-0.344,8528.169,-5444.7452,1873,281.669,1405.9085,211.4259,1873,281.669,1347.4179,202.6299,1874,281.8193,0.285,41.0072,0.142,20.4317,0.268,38.5612,0.551,0.695,104.6015,183.8204,561.0575,288.4219,1.7573,-1.0017,-1.5509,1.7766,2.6948,2.842,-1240.1802,-18.296,-1692.4317,-24.9679,2103,31.0248,49.3069,3342.2387,2.8297,963,910,4.2261,732.662,673.2465,2.6681,962,912,4.1096,701.3955,646.0224,6.5235,4542.2535,3985.9155,8.0951,7.882,NA,-44049.9764,4786,837.3673,719.7371,29.1684,3091,1695,51.0975,632.6206,204.7467,NA,0.7928,0.5326,199.0265,2.9362,1.5431,362.031,5.3409,2.7118,50,1874,2.66808964781217,1396,4786,29.1684078562474,53,4786,1.1073965733389
"864","gMGn1GqgCHYC3yZGjxcB","10/10/2023",07:37:34,"MFB067","Countermovement Jump",NA,NA,681.358,0.3723,187.7138,-0.352,10773.4375,-5827.1552,2051,301.0165,1575.2734,231.1961,2063,302.7777,1398.4981,205.2516,2051,301.0165,0.286,42.2452,0.128,18.9069,0.263,38.8479,0.552,0.677,113.7237,189.6218,569.7565,303.3455,1.6674,-1.0604,-1.6555,1.7751,2.7026,2.8215,-1466.0298,-21.1075,-2025.3897,-29.161,2177.3626,31.3491,47.9565,3330.8435,-0.6302,1025,1038,1.9972,803.3672,771.9063,-1.3164,1012,1039,1.1188,707.0722,691.4259,-5.1487,5109.375,5664.0625,3.9634,2.1936,NA,-45121.9096,5793,1035.5869,850.2138,-10.7544,2585,3208,11.4333,576.9942,458.5927,NA,0.8154,0.5499,200.9375,2.893,1.6374,368.819,5.3102,2.7301,27,2051,1.31643100926377,623,5793,10.7543587087865,13,5793,0.224408769204212
"865","qa7zwRnVAWpMEA7WI3lc","10/10/2023",07:37:29,"MFB067","Countermovement Jump",NA,NA,682.229,0.354,183.2713,-0.311,9828.3582,-6421.0667,1997,292.717,1439.1716,210.9514,1998,292.8635,1449.6792,212.4916,1997,292.717,0.268,41.7445,0.134,20.8723,0.24,37.3832,0.539,0.642,100.7643,185.1745,541.0925,285.9389,1.8377,-0.965,-1.4669,1.7086,2.6353,2.751,-1216.7052,-17.4954,-1591.2246,-22.8808,2175.4975,31.2822,49.4396,3438.2391,0.5005,1004,994,6.3537,765.306,673.8657,0.4507,1003,994,1.1327,733.05,716.6292,-6.4541,4597.0149,5231.3433,12.0248,2.2307,NA,-31529.656,5353,910.9434,784.6339,-6.856,2493,2860,-6.7048,424.9331,486.0103,NA,0.8396,0.5514,192.183,2.7635,1.4489,348.9095,5.0171,2.6627,9,1997,0.450676014021032,367,5353,6.8559686157295,10,5353,0.186811133943583
"866","58ZJflvpY7DIwCnt3Lb4","10/3/2023",07:33:37,"MFB067","Countermovement Jump",NA,NA,679.76,0.3731,187.4779,-0.3255,9755.7252,-6018.3137,1959,288.1899,1477.626,217.3747,1962,288.6313,1429.9841,210.366,1959,288.1899,0.28,42.2961,0.131,19.7885,0.251,37.9154,0.558,0.662,103.8754,189.2657,552.8095,293.1412,1.822,-0.9791,-1.5156,1.7255,2.7056,2.804,-1273.0314,-18.3718,-1713.4995,-24.7285,2186.8758,31.56,49.5814,3435.6217,2.4465,1005,957,4.6201,772.9466,704.6794,2.195,1001,958,2.1358,730.2629,699.7211,7.3552,5236.6412,4519.084,8.8158,4.1663,NA,-21154.2318,4598,867.8968,676.4152,10.3523,2537,2061,0.7849,437.3544,430.5424,NA,0.8429,0.5636,192.924,2.7842,1.4991,359.8855,5.1937,2.7314,43,1959,2.19499744767739,476,4598,10.3523270987386,48,4598,1.04393214441061
"867","DNF9yveAnyQQ9c9touji","10/3/2023",07:33:32,"MFB067","Countermovement Jump",NA,NA,681.331,0.3628,185.2878,-0.2747,10888.8889,-7095.1965,1949,286.0577,1549.7863,227.4645,1950,286.2045,1503.8667,220.7248,1949,286.0577,0.261,43.2836,0.117,19.403,0.225,37.3134,0.545,0.603,100.9628,186.0285,520.0065,286.9913,1.8425,-0.9023,-1.4551,1.7134,2.6678,2.7799,-1243.1652,-17.8994,-1769.5685,-25.4788,2269.7838,32.681,52.06,3615.706,3.5897,1010,940,6.9262,828.5641,721.2222,3.0272,1004,945,2.2508,768.8578,735.0089,-1.5699,5358.9744,5529.9145,13.0077,4.4005,NA,-44356.059,4353,871.3584,638.8965,8.5688,2363,1990,-17.086,361.2389,510.1195,NA,0.9038,0.6016,180.6785,2.6015,1.4537,339.328,4.8857,2.6785,59,1949,3.0271934325295,373,4353,8.5688031242821,70,4353,1.60808637721112
"868","QZKZNgLAXRhKIF5vkXl0","9/26/2023",07:34:11,"MFB067","Countermovement Jump",NA,NA,687.699,0.3617,186.7424,-0.3166,10055.5556,-6196.4275,1962,285.2992,1547.9048,225.0846,1963,285.4446,1427.7589,207.6139,1963,285.4446,0.279,42.4012,0.126,19.1489,0.253,38.4498,0.543,0.658,107.7429,188.2007,556.5815,295.9436,1.7468,-0.9637,-1.5483,1.7315,2.6639,2.7852,-1329.6969,-18.9681,-1839.9323,-26.2466,2177.4072,31.0606,48.8614,3425.272,1.4773,996,967,1.9166,788.7857,759.119,1.1717,993,970,1.9221,727.6008,700.1581,5.7616,5317.4603,4738.0952,3.7376,3.761,NA,-60896.9517,5632,913.395,818.9629,10.3693,3108,2524,17.2256,535.3661,378.0288,NA,0.8252,0.5497,194.393,2.773,1.5369,362.1885,5.1666,2.6847,23,1963,1.17167600611309,584,5632,10.3693181818182,29,5632,0.514914772727273
"869","U8e2I7aTHIGCoA6shgkk","9/26/2023",07:34:05,"MFB067","Countermovement Jump",NA,NA,688.248,0.3551,185.1804,-0.2982,10520.6612,-6559.4174,1956,284.1999,1565.7355,227.4958,1961,284.9264,1492.4675,216.8503,1956,284.1999,0.324,47.929,0.121,17.8994,0.231,34.1716,0.544,0.676,105.53,186.7367,534.53,292.2667,1.7695,-0.9441,-1.5171,1.6857,2.6395,2.7476,-1316.9896,-18.7718,-1863.9101,-26.5674,2221.9786,31.6712,50.6271,3551.886,3.2126,1012,949,0.8435,789.4711,776.2645,2.863,1006,950,2.5171,765.0173,727.4502,10.762,5826.4463,4694.2149,1.6066,4.9061,560,-26629.0922,4850,1024.6554,704.6878,17.3608,2846,2004,33.5153,684.0357,340.6196,50.1954,0.8047,0.5253,188.808,2.6912,1.5042,345.722,4.9278,2.6617,56,1956,2.86298568507157,842,4850,17.360824742268,63,4850,1.29896907216495
"870","Fu92iqFXATOvG5TYSEwX","9/19/2023",07:39:47,"MFB067","Countermovement Jump",NA,NA,700.229,0.3599,189.6687,-0.3288,10280.303,-6246.3255,2054,293.3326,1573.4242,224.7014,2062,294.4751,1446.5647,206.5845,2054,293.3326,0.275,41.5408,0.132,19.9396,0.255,38.5196,0.541,0.662,114.5743,191.3241,576.887,305.8984,1.6699,-1.0398,-1.6191,1.722,2.6572,2.7643,-1436.8449,-20.1298,-2010.8301,-28.1711,2197.5312,30.7868,47.9885,3425.3736,-0.582,1025,1037,1.7642,800.5909,772.8333,-1.3632,1013,1041,-0.5449,719.3412,727.2235,-1.1054,5083.3333,5196.9697,3.4789,-1.093,NA,-41330.6497,4411,860.3563,629.9368,7.0959,2362,2049,-16.9318,357.3413,503.015,NA,0.8172,0.5436,207.0045,2.9001,1.6052,369.8825,5.1819,2.6804,28,2054,1.36319376825706,313,4411,7.09589662208116,12,4411,0.272047154840172
"871","Hl1QpRXWAlg7GWo7yxtX","9/19/2023",07:39:37,"MFB067","Countermovement Jump",NA,NA,699.758,0.3669,191.3943,-0.3582,9640.2878,-5669.4982,2031,290.2432,1541.0504,220.2262,2040,291.5294,1424.8528,203.6208,2031,290.2432,0.293,42.0373,0.139,19.9426,0.265,38.0201,0.548,0.697,116.2641,193.1476,592.114,309.4118,1.6613,-1.064,-1.6452,1.7488,2.6832,2.8024,-1439.0278,-20.1739,-2003.6839,-28.0899,2196.1425,30.788,48.0023,3424.0573,5.7843,1079,961,2.9551,793.295,747.7554,5.6622,1073,958,3.7078,738.8415,686.0113,9.403,5273.3813,4366.9065,5.7047,7.1512,720,-52566.4183,6357,967.0431,908.4569,8.4474,3447,2910,18.6182,573.5444,393.4986,31.3923,0.7862,0.5265,213.5305,2.9935,1.6299,378.5835,5.3074,2.7078,115,2031,5.66223535204333,537,6357,8.44738084001888,118,6357,1.85622148812333
"872","NGg8jNewKi0tM2vEatHe","9/12/2023",07:38:23,"MFB067","Countermovement Jump",NA,NA,702.157,0.3967,199.6845,-0.3721,12595.0413,-5930.4524,2207,314.3172,1845.7273,262.8653,2261,322.0078,1461.3826,208.1276,2207,314.3172,0.275,41.6667,0.121,18.3333,0.264,40,0.571,0.66,137.5935,201.5241,609.448,339.1176,1.4646,-1.1685,-1.939,1.8269,2.7898,2.9027,-1932.3424,-26.9972,-2777.1613,-38.8004,2341.4844,32.7134,49.7442,3560.4759,0.2211,1133,1128,0.9802,931.9091,913.8182,-3.1264,1069,1138,-0.1133,729.8636,731.5189,0.1312,6305.7851,6289.2562,1.9396,-0.2522,NA,-34551.1452,6016,1029.9329,856.7884,13.6968,3420,2596,29.9892,669.401,360.5319,NA,0.8652,0.6011,222.5545,3.1094,1.9224,386.8935,5.4054,2.8155,69,2207,3.12641594925238,824,6016,13.6968085106383,5,6016,0.0831117021276596
"873","xT23vWR0gDNymJTE8X0x","9/12/2023",07:38:16,"MFB067","Countermovement Jump",NA,NA,702.395,0.3959,199.5513,-0.3478,11564.5161,-6150.1802,2139,304.5295,1705.0565,242.7489,2182,310.6514,1479.6265,210.6545,2136,304.1024,0.267,41.2037,0.124,19.1358,0.257,39.6605,0.559,0.648,123.6045,200.8035,592.0205,324.408,1.6246,-1.0919,-1.7343,1.8062,2.787,2.8955,-1635.4032,-22.8409,-2388.7466,-33.3624,2354.4687,32.8837,51.0289,3653.661,-0.8249,1082,1100,-0.306,849.9194,855.1371,-2.6217,1040,1096,0.415,742.8833,736.7432,-5.1604,5483.871,6080.6452,-0.575,0.8029,NA,-71829.2546,5384,1029.7243,766.5203,13.7816,3063,2321,52.9807,787.6395,242.0847,NA,0.8627,0.611,210.7015,2.9428,1.7263,381.319,5.3257,2.8045,56,2136,2.62172284644195,742,5384,13.7815750371471,18,5384,0.334323922734027
"874","LRjSS1F4rGZe3WQhyyZy","8/29/2023",07:49:41,"MFB067","Countermovement Jump",NA,NA,733.265,0.4064,211.0703,-0.3962,9853.3333,-5608.3242,2222,303.0282,1648.5533,224.8237,2279,310.8017,1492.5412,203.5473,2222,303.0282,0.286,40,0.15,20.979,0.279,39.021,0.578,0.715,136.5362,212.9321,664.039,349.4683,1.5595,-1.2113,-1.8422,1.8192,2.8238,2.9266,-1733.8337,-23.1961,-2489.6133,-33.3073,2405.6598,32.1842,49.8881,3728.9692,-0.9215,1129,1150,-2.278,805.5,843.0533,-1.3501,1096,1126,1.0881,754.3907,738.1505,9.7429,5406.6667,4446.6667,-4.526,2.1317,1340,-30158.8851,5229,895.8052,713.1119,18.4165,3096,2133,60.0136,716.7052,179.1,75.0154,0.8084,0.5684,246.526,3.2982,1.8267,417.513,5.5857,2.8487,30,2222,1.35013501350135,963,5229,18.4165232358003,21,5229,0.401606425702811
"875","mKy9KWfHyGKDweHxFcn2","8/29/2023",07:49:34,"MFB067","Countermovement Jump",NA,NA,732.859,0.4018,209.7623,-0.4103,9106.9182,-5301.4561,2175,296.7829,1536.5849,209.6699,2201,300.3306,1449.628,197.8045,2172,296.3735,0.324,41.7526,0.159,20.4897,0.293,37.7577,0.582,0.776,127.0624,211.0833,669.398,338.1457,1.6613,-1.1426,-1.7092,1.7768,2.8079,2.9088,-1523.6662,-20.3957,-2012.33,-26.9369,2310.6657,30.9304,50.4288,3767.2983,1.4085,1116,1085,4.5118,802.956,733.6289,1.3812,1101,1071,0.6138,729.2628,720.3652,-2.6243,4433.9623,4672.956,8.6723,1.2286,820,-16961.15,4924,1000.0183,671.8891,-8.0016,2265,2659,21.709,608.5561,391.4622,35.667,0.75,0.5178,243.587,3.2606,1.7008,425.811,5.6999,2.8255,30,2172,1.38121546961326,394,4924,8.00162469536962,31,4924,0.629569455727051
"876","sKCCSTp2p6gtumSOcwz5","8/29/2023",07:49:26,"MFB067","Countermovement Jump",NA,NA,732.578,0.4137,212.7449,-0.4208,9201.2987,-5078.0356,2137,291.7096,1602.6818,218.7729,2157,294.4396,1448.5638,197.7351,2137,291.7096,0.297,39.6529,0.154,20.5607,0.298,39.7864,0.588,0.749,133.2785,214.4168,678.8205,347.6952,1.6088,-1.1516,-1.7979,1.8008,2.8489,2.9479,-1627.2659,-21.7908,-2177.8198,-29.1633,2339.5673,31.3293,50.494,3770.7254,-2.3644,1053,1104,-3.3066,774.8442,827.8377,-2.1058,1046,1091,-0.2687,722.3356,726.2282,0.3529,4616.8831,4584.4156,-6.4199,-0.5453,1740,-33270.6877,6364,863.1483,868.713,0.9742,3213,3151,8.6826,469.046,394.1023,15.9695,0.785,0.5523,246.0955,3.2955,1.7847,432.725,5.7946,2.8713,45,2137,2.10575573233505,62,6364,0.974230043997486,51,6364,0.801382778126964
"877","l0SNJChT0V497Q4qKa83","10/17/2023",08:26:47,"MFB068","Countermovement Jump",NA,NA,767.26,0.2931,187.5479,-0.2357,6623.4568,-7839.6945,1848,240.8571,1290.2531,168.1637,1844,240.3357,1638.2685,213.522,1940,252.8478,0.253,40.0951,0.162,25.6735,0.216,34.2314,0.482,0.631,84.1844,189.0408,563.2495,273.2252,2.2456,-0.7385,-1.086,1.4999,2.3979,2.5122,-851.3687,-10.8854,-1059.0244,-13.5404,2196.0365,28.078,48.6743,3806.9191,8.7852,1003,841,6.9586,690.0185,600.2346,4.433,1013,927,4.2513,853.9583,784.3102,31.2209,4345.679,2277.7778,12.9028,8.1728,NA,-32924.5402,4158,1026.0996,541.9284,5.772,2199,1959,-19.8711,411.101,614.9986,NA,0.7639,0.4645,208.4805,2.6656,1.0764,354.769,4.536,2.417,86,1940,4.43298969072165,240,4158,5.77200577200577,162,4158,3.8961038961039
"878","DutIwXkEt6WywhLRNpA7","10/17/2023",08:26:42,"MFB068","Countermovement Jump",NA,NA,767.421,0.2713,180.4884,-0.2014,6167.7019,-8795.5658,1771,230.7729,1236.5901,161.1358,1760,229.3396,1686.533,219.7663,2055,267.78,0.228,38.9078,0.161,27.4744,0.197,33.6177,0.465,0.586,75.0352,181.9196,531.6915,256.9548,2.4245,-0.624,-0.9682,1.4338,2.3072,2.4031,-706.6019,-9.0325,-960.9285,-12.2836,2161.5638,27.6314,47.124,3686.4375,5.7955,931,829,7.7939,666.4845,570.1056,0.5353,1033,1022,-0.592,838.2741,848.2589,12.5881,3472.0497,2695.6522,14.4392,-1.1287,NA,-29349.7881,5177,983.2357,674.5971,-0.9079,2565,2612,-2.3241,480.192,503.0437,NA,0.7935,0.463,198.59,2.5386,0.9592,333.1015,4.2581,2.3255,11,2055,0.535279805352798,47,5177,0.907861695962913,102,5177,1.97025304230249
